datetime,price,actual_price,predicted_price,abs_error,error
2026-03-23 07:00:00,139.745,139.745,42.586431415008754,97.15856858499126,-97.15856858499126
2026-03-27 08:00:00,176.405,176.405,96.90616303922104,79.49883696077896,-79.49883696077896
2026-03-19 07:00:00,151.6925,151.6925,72.67604385304894,79.01645614695106,-79.01645614695106
2026-03-19 08:00:00,157.3975,157.3975,81.35886245011308,76.03863754988693,-76.03863754988693
2026-03-23 08:00:00,141.9175,141.9175,68.94794772027056,72.96955227972943,-72.96955227972943
2026-03-29 08:00:00,129.0475,129.0475,58.208914842359896,70.83858515764013,-70.83858515764013
2026-03-23 06:00:00,89.47,89.47,27.33736544132538,62.13263455867462,-62.13263455867462
2026-03-19 06:00:00,114.3875,114.3875,52.614949340659834,61.77255065934017,-61.77255065934017
2026-03-17 09:00:00,158.325,158.325,97.83250260875097,60.49249739124902,-60.49249739124902
2026-03-19 09:00:00,132.1125,132.1125,74.39810843695527,57.71439156304474,-57.71439156304474
2026-03-20 16:00:00,110.985,110.985,54.999975857309806,55.98502414269019,-55.98502414269019
2026-03-29 23:00:00,120.505,120.505,65.3608358902804,55.1441641097196,-55.1441641097196
2026-03-24 01:00:00,87.9975,87.9975,34.03029804868109,53.96720195131891,-53.96720195131891
2026-03-23 18:00:00,176.8125,176.8125,124.96316340025284,51.84933659974716,-51.84933659974716
2026-03-20 15:00:00,79.4325,79.4325,28.55864948315438,50.87385051684562,-50.87385051684562
2026-03-29 07:00:00,108.655,108.655,60.71180502024539,47.94319497975461,-47.94319497975461
2026-03-24 02:00:00,87.05250000000001,87.05250000000001,39.408158289180896,47.64434171081911,-47.64434171081911
2026-03-24 03:00:00,78.1325,78.1325,31.478138987414454,46.65436101258554,-46.65436101258554
2026-03-23 17:00:00,102.2825,102.2825,55.78615540700266,46.49634459299734,-46.49634459299734
2026-03-20 00:00:00,128.1725,128.1725,82.34610125410062,45.8263987458994,-45.8263987458994
2026-03-19 23:00:00,138.5775,138.5775,92.94364687264368,45.6338531273563,-45.6338531273563
2026-03-29 10:00:00,100.0025,100.0025,54.64908829404147,45.35341170595853,-45.35341170595853
2026-03-29 18:00:00,19.1475,19.1475,64.36118072548851,45.21368072548851,45.21368072548851
2026-03-27 03:00:00,105.035,105.035,60.02165980013424,45.01334019986576,-45.01334019986576
2026-03-30 00:00:00,125.7275,125.7275,82.23106939319887,43.49643060680114,-43.49643060680114
2026-03-27 04:00:00,105.3125,105.3125,63.576076895997055,41.736423104002945,-41.736423104002945
2026-03-17 10:00:00,125.85,125.85,84.14920320767973,41.70079679232026,-41.70079679232026
2026-03-29 09:00:00,107.525,107.525,66.44242339730336,41.08257660269665,-41.08257660269665
2026-03-17 02:00:00,95.7425,95.7425,55.90472885515351,39.8377711448465,-39.8377711448465
2026-03-28 18:00:00,218.315,218.315,178.69696751521835,39.61803248478165,-39.61803248478165
