"MTU (UTC)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (UTC)","Intraday Price (EUR/MWh)"
"02/01/2022 15:00:00 - 02/01/2022 16:00:00","BZN|SE4","Without Sequence","88.15","",""
"02/01/2022 16:00:00 - 02/01/2022 17:00:00","BZN|SE4","Without Sequence","95.40","",""
"02/01/2022 17:00:00 - 02/01/2022 18:00:00","BZN|SE4","Without Sequence","86.71","",""
"02/01/2022 18:00:00 - 02/01/2022 19:00:00","BZN|SE4","Without Sequence","71.27","",""
"02/01/2022 19:00:00 - 02/01/2022 20:00:00","BZN|SE4","Without Sequence","54.12","",""
"02/01/2022 20:00:00 - 02/01/2022 21:00:00","BZN|SE4","Without Sequence","46.16","",""
"02/01/2022 21:00:00 - 02/01/2022 22:00:00","BZN|SE4","Without Sequence","46.29","",""
"02/01/2022 22:00:00 - 02/01/2022 23:00:00","BZN|SE4","Without Sequence","32.93","",""
"02/01/2022 23:00:00 - 03/01/2022 00:00:00","BZN|SE4","Without Sequence","20.89","",""
"03/01/2022 00:00:00 - 03/01/2022 01:00:00","BZN|SE4","Without Sequence","19.92","",""
"03/01/2022 01:00:00 - 03/01/2022 02:00:00","BZN|SE4","Without Sequence","19.87","",""
"03/01/2022 02:00:00 - 03/01/2022 03:00:00","BZN|SE4","Without Sequence","19.82","",""
"03/01/2022 03:00:00 - 03/01/2022 04:00:00","BZN|SE4","Without Sequence","20.26","",""
"03/01/2022 04:00:00 - 03/01/2022 05:00:00","BZN|SE4","Without Sequence","29.35","",""
"03/01/2022 05:00:00 - 03/01/2022 06:00:00","BZN|SE4","Without Sequence","37.55","",""
"03/01/2022 06:00:00 - 03/01/2022 07:00:00","BZN|SE4","Without Sequence","88.76","",""
"03/01/2022 07:00:00 - 03/01/2022 08:00:00","BZN|SE4","Without Sequence","122.93","",""
"03/01/2022 08:00:00 - 03/01/2022 09:00:00","BZN|SE4","Without Sequence","110.17","",""
"03/01/2022 09:00:00 - 03/01/2022 10:00:00","BZN|SE4","Without Sequence","93.38","",""
"03/01/2022 10:00:00 - 03/01/2022 11:00:00","BZN|SE4","Without Sequence","90.73","",""
"03/01/2022 11:00:00 - 03/01/2022 12:00:00","BZN|SE4","Without Sequence","82.37","",""
"03/01/2022 12:00:00 - 03/01/2022 13:00:00","BZN|SE4","Without Sequence","80.90","",""
"03/01/2022 13:00:00 - 03/01/2022 14:00:00","BZN|SE4","Without Sequence","80.99","",""
"03/01/2022 14:00:00 - 03/01/2022 15:00:00","BZN|SE4","Without Sequence","98.05","",""
"03/01/2022 15:00:00 - 03/01/2022 16:00:00","BZN|SE4","Without Sequence","120.55","",""
"03/01/2022 16:00:00 - 03/01/2022 17:00:00","BZN|SE4","Without Sequence","139.57","",""
"03/01/2022 17:00:00 - 03/01/2022 18:00:00","BZN|SE4","Without Sequence","134.69","",""
"03/01/2022 18:00:00 - 03/01/2022 19:00:00","BZN|SE4","Without Sequence","114.82","",""
"03/01/2022 19:00:00 - 03/01/2022 20:00:00","BZN|SE4","Without Sequence","92.91","",""
"03/01/2022 20:00:00 - 03/01/2022 21:00:00","BZN|SE4","Without Sequence","72.39","",""
"03/01/2022 21:00:00 - 03/01/2022 22:00:00","BZN|SE4","Without Sequence","39.45","",""
"03/01/2022 22:00:00 - 03/01/2022 23:00:00","BZN|SE4","Without Sequence","34.40","",""
"03/01/2022 23:00:00 - 04/01/2022 00:00:00","BZN|SE4","Without Sequence","39.99","",""
"04/01/2022 00:00:00 - 04/01/2022 01:00:00","BZN|SE4","Without Sequence","37.14","",""
"04/01/2022 01:00:00 - 04/01/2022 02:00:00","BZN|SE4","Without Sequence","36.66","",""
"04/01/2022 02:00:00 - 04/01/2022 03:00:00","BZN|SE4","Without Sequence","38.64","",""
"04/01/2022 03:00:00 - 04/01/2022 04:00:00","BZN|SE4","Without Sequence","41.02","",""
"04/01/2022 04:00:00 - 04/01/2022 05:00:00","BZN|SE4","Without Sequence","93.97","",""
"04/01/2022 05:00:00 - 04/01/2022 06:00:00","BZN|SE4","Without Sequence","130.08","",""
"04/01/2022 06:00:00 - 04/01/2022 07:00:00","BZN|SE4","Without Sequence","182.64","",""
"04/01/2022 07:00:00 - 04/01/2022 08:00:00","BZN|SE4","Without Sequence","174.61","",""
"04/01/2022 08:00:00 - 04/01/2022 09:00:00","BZN|SE4","Without Sequence","185.44","",""
"04/01/2022 09:00:00 - 04/01/2022 10:00:00","BZN|SE4","Without Sequence","185.32","",""
"04/01/2022 10:00:00 - 04/01/2022 11:00:00","BZN|SE4","Without Sequence","178.04","",""
"04/01/2022 11:00:00 - 04/01/2022 12:00:00","BZN|SE4","Without Sequence","178.08","",""
"04/01/2022 12:00:00 - 04/01/2022 13:00:00","BZN|SE4","Without Sequence","175.28","",""
"04/01/2022 13:00:00 - 04/01/2022 14:00:00","BZN|SE4","Without Sequence","174.70","",""
"04/01/2022 14:00:00 - 04/01/2022 15:00:00","BZN|SE4","Without Sequence","180.93","",""
"04/01/2022 15:00:00 - 04/01/2022 16:00:00","BZN|SE4","Without Sequence","166.69","",""
"04/01/2022 16:00:00 - 04/01/2022 17:00:00","BZN|SE4","Without Sequence","185.32","",""
"04/01/2022 17:00:00 - 04/01/2022 18:00:00","BZN|SE4","Without Sequence","180.50","",""
"04/01/2022 18:00:00 - 04/01/2022 19:00:00","BZN|SE4","Without Sequence","153.88","",""
"04/01/2022 19:00:00 - 04/01/2022 20:00:00","BZN|SE4","Without Sequence","146.81","",""
"04/01/2022 20:00:00 - 04/01/2022 21:00:00","BZN|SE4","Without Sequence","128.75","",""
"04/01/2022 21:00:00 - 04/01/2022 22:00:00","BZN|SE4","Without Sequence","112.96","",""
"04/01/2022 22:00:00 - 04/01/2022 23:00:00","BZN|SE4","Without Sequence","84.11","",""
"04/01/2022 23:00:00 - 05/01/2022 00:00:00","BZN|SE4","Without Sequence","93.87","",""
"05/01/2022 00:00:00 - 05/01/2022 01:00:00","BZN|SE4","Without Sequence","51.69","",""
"05/01/2022 01:00:00 - 05/01/2022 02:00:00","BZN|SE4","Without Sequence","50.04","",""
"05/01/2022 02:00:00 - 05/01/2022 03:00:00","BZN|SE4","Without Sequence","49.53","",""
"05/01/2022 03:00:00 - 05/01/2022 04:00:00","BZN|SE4","Without Sequence","50.07","",""
"05/01/2022 04:00:00 - 05/01/2022 05:00:00","BZN|SE4","Without Sequence","93.39","",""
"05/01/2022 05:00:00 - 05/01/2022 06:00:00","BZN|SE4","Without Sequence","99.16","",""
"05/01/2022 06:00:00 - 05/01/2022 07:00:00","BZN|SE4","Without Sequence","101.15","",""
"05/01/2022 07:00:00 - 05/01/2022 08:00:00","BZN|SE4","Without Sequence","129.56","",""
"05/01/2022 08:00:00 - 05/01/2022 09:00:00","BZN|SE4","Without Sequence","121.09","",""
"05/01/2022 09:00:00 - 05/01/2022 10:00:00","BZN|SE4","Without Sequence","135.05","",""
"05/01/2022 10:00:00 - 05/01/2022 11:00:00","BZN|SE4","Without Sequence","129.99","",""
"05/01/2022 11:00:00 - 05/01/2022 12:00:00","BZN|SE4","Without Sequence","131.97","",""
"05/01/2022 12:00:00 - 05/01/2022 13:00:00","BZN|SE4","Without Sequence","130.67","",""
"05/01/2022 13:00:00 - 05/01/2022 14:00:00","BZN|SE4","Without Sequence","121.39","",""
"05/01/2022 14:00:00 - 05/01/2022 15:00:00","BZN|SE4","Without Sequence","122.42","",""
"05/01/2022 15:00:00 - 05/01/2022 16:00:00","BZN|SE4","Without Sequence","137.28","",""
"05/01/2022 16:00:00 - 05/01/2022 17:00:00","BZN|SE4","Without Sequence","148.09","",""
"05/01/2022 17:00:00 - 05/01/2022 18:00:00","BZN|SE4","Without Sequence","139.88","",""
"05/01/2022 18:00:00 - 05/01/2022 19:00:00","BZN|SE4","Without Sequence","135.75","",""
"05/01/2022 19:00:00 - 05/01/2022 20:00:00","BZN|SE4","Without Sequence","119.93","",""
"05/01/2022 20:00:00 - 05/01/2022 21:00:00","BZN|SE4","Without Sequence","98.09","",""
"05/01/2022 21:00:00 - 05/01/2022 22:00:00","BZN|SE4","Without Sequence","118.71","",""
"05/01/2022 22:00:00 - 05/01/2022 23:00:00","BZN|SE4","Without Sequence","97.29","",""
"05/01/2022 23:00:00 - 06/01/2022 00:00:00","BZN|SE4","Without Sequence","93.29","",""
"06/01/2022 00:00:00 - 06/01/2022 01:00:00","BZN|SE4","Without Sequence","80.77","",""
"06/01/2022 01:00:00 - 06/01/2022 02:00:00","BZN|SE4","Without Sequence","78.08","",""
"06/01/2022 02:00:00 - 06/01/2022 03:00:00","BZN|SE4","Without Sequence","81.97","",""
"06/01/2022 03:00:00 - 06/01/2022 04:00:00","BZN|SE4","Without Sequence","89.31","",""
"06/01/2022 04:00:00 - 06/01/2022 05:00:00","BZN|SE4","Without Sequence","89.75","",""
"06/01/2022 05:00:00 - 06/01/2022 06:00:00","BZN|SE4","Without Sequence","97.06","",""
"06/01/2022 06:00:00 - 06/01/2022 07:00:00","BZN|SE4","Without Sequence","110.87","",""
"06/01/2022 07:00:00 - 06/01/2022 08:00:00","BZN|SE4","Without Sequence","136.88","",""
"06/01/2022 08:00:00 - 06/01/2022 09:00:00","BZN|SE4","Without Sequence","205.87","",""
"06/01/2022 09:00:00 - 06/01/2022 10:00:00","BZN|SE4","Without Sequence","209.25","",""
"06/01/2022 10:00:00 - 06/01/2022 11:00:00","BZN|SE4","Without Sequence","224.71","",""
"06/01/2022 11:00:00 - 06/01/2022 12:00:00","BZN|SE4","Without Sequence","218.99","",""
"06/01/2022 12:00:00 - 06/01/2022 13:00:00","BZN|SE4","Without Sequence","202.71","",""
"06/01/2022 13:00:00 - 06/01/2022 14:00:00","BZN|SE4","Without Sequence","209.36","",""
"06/01/2022 14:00:00 - 06/01/2022 15:00:00","BZN|SE4","Without Sequence","225.23","",""
"06/01/2022 15:00:00 - 06/01/2022 16:00:00","BZN|SE4","Without Sequence","245.95","",""
"06/01/2022 16:00:00 - 06/01/2022 17:00:00","BZN|SE4","Without Sequence","274.11","",""
"06/01/2022 17:00:00 - 06/01/2022 18:00:00","BZN|SE4","Without Sequence","272.89","",""
"06/01/2022 18:00:00 - 06/01/2022 19:00:00","BZN|SE4","Without Sequence","239.59","",""
"06/01/2022 19:00:00 - 06/01/2022 20:00:00","BZN|SE4","Without Sequence","217.91","",""
"06/01/2022 20:00:00 - 06/01/2022 21:00:00","BZN|SE4","Without Sequence","203.31","",""
"06/01/2022 21:00:00 - 06/01/2022 22:00:00","BZN|SE4","Without Sequence","171.31","",""
"06/01/2022 22:00:00 - 06/01/2022 23:00:00","BZN|SE4","Without Sequence","124.70","",""
"06/01/2022 23:00:00 - 07/01/2022 00:00:00","BZN|SE4","Without Sequence","128.92","",""
"07/01/2022 00:00:00 - 07/01/2022 01:00:00","BZN|SE4","Without Sequence","116.65","",""
"07/01/2022 01:00:00 - 07/01/2022 02:00:00","BZN|SE4","Without Sequence","100.54","",""
"07/01/2022 02:00:00 - 07/01/2022 03:00:00","BZN|SE4","Without Sequence","99.47","",""
"07/01/2022 03:00:00 - 07/01/2022 04:00:00","BZN|SE4","Without Sequence","101.74","",""
"07/01/2022 04:00:00 - 07/01/2022 05:00:00","BZN|SE4","Without Sequence","114.99","",""
"07/01/2022 05:00:00 - 07/01/2022 06:00:00","BZN|SE4","Without Sequence","140.19","",""
"07/01/2022 06:00:00 - 07/01/2022 07:00:00","BZN|SE4","Without Sequence","152.64","",""
"07/01/2022 07:00:00 - 07/01/2022 08:00:00","BZN|SE4","Without Sequence","160.97","",""
"07/01/2022 08:00:00 - 07/01/2022 09:00:00","BZN|SE4","Without Sequence","161.85","",""
"07/01/2022 09:00:00 - 07/01/2022 10:00:00","BZN|SE4","Without Sequence","161.37","",""
"07/01/2022 10:00:00 - 07/01/2022 11:00:00","BZN|SE4","Without Sequence","166.06","",""
"07/01/2022 11:00:00 - 07/01/2022 12:00:00","BZN|SE4","Without Sequence","166.54","",""
"07/01/2022 12:00:00 - 07/01/2022 13:00:00","BZN|SE4","Without Sequence","165.97","",""
"07/01/2022 13:00:00 - 07/01/2022 14:00:00","BZN|SE4","Without Sequence","165.36","",""
"07/01/2022 14:00:00 - 07/01/2022 15:00:00","BZN|SE4","Without Sequence","185.15","",""
"07/01/2022 15:00:00 - 07/01/2022 16:00:00","BZN|SE4","Without Sequence","201.56","",""
"07/01/2022 16:00:00 - 07/01/2022 17:00:00","BZN|SE4","Without Sequence","243.11","",""
"07/01/2022 17:00:00 - 07/01/2022 18:00:00","BZN|SE4","Without Sequence","247.72","",""
"07/01/2022 18:00:00 - 07/01/2022 19:00:00","BZN|SE4","Without Sequence","187.50","",""
"07/01/2022 19:00:00 - 07/01/2022 20:00:00","BZN|SE4","Without Sequence","160.50","",""
"07/01/2022 20:00:00 - 07/01/2022 21:00:00","BZN|SE4","Without Sequence","157.95","",""
"07/01/2022 21:00:00 - 07/01/2022 22:00:00","BZN|SE4","Without Sequence","153.90","",""
"07/01/2022 22:00:00 - 07/01/2022 23:00:00","BZN|SE4","Without Sequence","144.76","",""
"07/01/2022 23:00:00 - 08/01/2022 00:00:00","BZN|SE4","Without Sequence","153.03","",""
"08/01/2022 00:00:00 - 08/01/2022 01:00:00","BZN|SE4","Without Sequence","146.08","",""
"08/01/2022 01:00:00 - 08/01/2022 02:00:00","BZN|SE4","Without Sequence","144.64","",""
"08/01/2022 02:00:00 - 08/01/2022 03:00:00","BZN|SE4","Without Sequence","145.74","",""
"08/01/2022 03:00:00 - 08/01/2022 04:00:00","BZN|SE4","Without Sequence","146.97","",""
"08/01/2022 04:00:00 - 08/01/2022 05:00:00","BZN|SE4","Without Sequence","146.88","",""
"08/01/2022 05:00:00 - 08/01/2022 06:00:00","BZN|SE4","Without Sequence","146.56","",""
"08/01/2022 06:00:00 - 08/01/2022 07:00:00","BZN|SE4","Without Sequence","147.18","",""
"08/01/2022 07:00:00 - 08/01/2022 08:00:00","BZN|SE4","Without Sequence","153.66","",""
"08/01/2022 08:00:00 - 08/01/2022 09:00:00","BZN|SE4","Without Sequence","156.07","",""
"08/01/2022 09:00:00 - 08/01/2022 10:00:00","BZN|SE4","Without Sequence","159.08","",""
"08/01/2022 10:00:00 - 08/01/2022 11:00:00","BZN|SE4","Without Sequence","158.50","",""
"08/01/2022 11:00:00 - 08/01/2022 12:00:00","BZN|SE4","Without Sequence","158.79","",""
"08/01/2022 12:00:00 - 08/01/2022 13:00:00","BZN|SE4","Without Sequence","156.07","",""
"08/01/2022 13:00:00 - 08/01/2022 14:00:00","BZN|SE4","Without Sequence","156.18","",""
"08/01/2022 14:00:00 - 08/01/2022 15:00:00","BZN|SE4","Without Sequence","158.89","",""
"08/01/2022 15:00:00 - 08/01/2022 16:00:00","BZN|SE4","Without Sequence","161.00","",""
"08/01/2022 16:00:00 - 08/01/2022 17:00:00","BZN|SE4","Without Sequence","189.90","",""
"08/01/2022 17:00:00 - 08/01/2022 18:00:00","BZN|SE4","Without Sequence","170.71","",""
"08/01/2022 18:00:00 - 08/01/2022 19:00:00","BZN|SE4","Without Sequence","140.08","",""
"08/01/2022 19:00:00 - 08/01/2022 20:00:00","BZN|SE4","Without Sequence","105.07","",""
"08/01/2022 20:00:00 - 08/01/2022 21:00:00","BZN|SE4","Without Sequence","104.85","",""
"08/01/2022 21:00:00 - 08/01/2022 22:00:00","BZN|SE4","Without Sequence","104.80","",""
"08/01/2022 22:00:00 - 08/01/2022 23:00:00","BZN|SE4","Without Sequence","90.05","",""
"08/01/2022 23:00:00 - 09/01/2022 00:00:00","BZN|SE4","Without Sequence","85.03","",""
"09/01/2022 00:00:00 - 09/01/2022 01:00:00","BZN|SE4","Without Sequence","84.40","",""
"09/01/2022 01:00:00 - 09/01/2022 02:00:00","BZN|SE4","Without Sequence","80.24","",""
"09/01/2022 02:00:00 - 09/01/2022 03:00:00","BZN|SE4","Without Sequence","55.46","",""
"09/01/2022 03:00:00 - 09/01/2022 04:00:00","BZN|SE4","Without Sequence","49.29","",""
"09/01/2022 04:00:00 - 09/01/2022 05:00:00","BZN|SE4","Without Sequence","50.64","",""
"09/01/2022 05:00:00 - 09/01/2022 06:00:00","BZN|SE4","Without Sequence","74.29","",""
"09/01/2022 06:00:00 - 09/01/2022 07:00:00","BZN|SE4","Without Sequence","84.44","",""
"09/01/2022 07:00:00 - 09/01/2022 08:00:00","BZN|SE4","Without Sequence","97.26","",""
"09/01/2022 08:00:00 - 09/01/2022 09:00:00","BZN|SE4","Without Sequence","119.97","",""
"09/01/2022 09:00:00 - 09/01/2022 10:00:00","BZN|SE4","Without Sequence","134.96","",""
"09/01/2022 10:00:00 - 09/01/2022 11:00:00","BZN|SE4","Without Sequence","145.82","",""
"09/01/2022 11:00:00 - 09/01/2022 12:00:00","BZN|SE4","Without Sequence","157.14","",""
"09/01/2022 12:00:00 - 09/01/2022 13:00:00","BZN|SE4","Without Sequence","154.66","",""
"09/01/2022 13:00:00 - 09/01/2022 14:00:00","BZN|SE4","Without Sequence","154.88","",""
"09/01/2022 14:00:00 - 09/01/2022 15:00:00","BZN|SE4","Without Sequence","158.37","",""
"09/01/2022 15:00:00 - 09/01/2022 16:00:00","BZN|SE4","Without Sequence","186.37","",""
"09/01/2022 16:00:00 - 09/01/2022 17:00:00","BZN|SE4","Without Sequence","223.30","",""
"09/01/2022 17:00:00 - 09/01/2022 18:00:00","BZN|SE4","Without Sequence","243.19","",""
"09/01/2022 18:00:00 - 09/01/2022 19:00:00","BZN|SE4","Without Sequence","209.65","",""
"09/01/2022 19:00:00 - 09/01/2022 20:00:00","BZN|SE4","Without Sequence","155.07","",""
"09/01/2022 20:00:00 - 09/01/2022 21:00:00","BZN|SE4","Without Sequence","159.38","",""
"09/01/2022 21:00:00 - 09/01/2022 22:00:00","BZN|SE4","Without Sequence","148.23","",""
"09/01/2022 22:00:00 - 09/01/2022 23:00:00","BZN|SE4","Without Sequence","144.79","",""
"09/01/2022 23:00:00 - 10/01/2022 00:00:00","BZN|SE4","Without Sequence","144.28","",""
"10/01/2022 00:00:00 - 10/01/2022 01:00:00","BZN|SE4","Without Sequence","138.09","",""
"10/01/2022 01:00:00 - 10/01/2022 02:00:00","BZN|SE4","Without Sequence","133.81","",""
"10/01/2022 02:00:00 - 10/01/2022 03:00:00","BZN|SE4","Without Sequence","136.44","",""
"10/01/2022 03:00:00 - 10/01/2022 04:00:00","BZN|SE4","Without Sequence","142.99","",""
"10/01/2022 04:00:00 - 10/01/2022 05:00:00","BZN|SE4","Without Sequence","152.09","",""
"10/01/2022 05:00:00 - 10/01/2022 06:00:00","BZN|SE4","Without Sequence","231.74","",""
"10/01/2022 06:00:00 - 10/01/2022 07:00:00","BZN|SE4","Without Sequence","299.95","",""
"10/01/2022 07:00:00 - 10/01/2022 08:00:00","BZN|SE4","Without Sequence","313.92","",""
"10/01/2022 08:00:00 - 10/01/2022 09:00:00","BZN|SE4","Without Sequence","315.00","",""
"10/01/2022 09:00:00 - 10/01/2022 10:00:00","BZN|SE4","Without Sequence","310.41","",""
"10/01/2022 10:00:00 - 10/01/2022 11:00:00","BZN|SE4","Without Sequence","310.08","",""
"10/01/2022 11:00:00 - 10/01/2022 12:00:00","BZN|SE4","Without Sequence","300.00","",""
"10/01/2022 12:00:00 - 10/01/2022 13:00:00","BZN|SE4","Without Sequence","297.01","",""
"10/01/2022 13:00:00 - 10/01/2022 14:00:00","BZN|SE4","Without Sequence","299.96","",""
"10/01/2022 14:00:00 - 10/01/2022 15:00:00","BZN|SE4","Without Sequence","306.45","",""
"10/01/2022 15:00:00 - 10/01/2022 16:00:00","BZN|SE4","Without Sequence","302.73","",""
"10/01/2022 16:00:00 - 10/01/2022 17:00:00","BZN|SE4","Without Sequence","315.47","",""
"10/01/2022 17:00:00 - 10/01/2022 18:00:00","BZN|SE4","Without Sequence","310.82","",""
"10/01/2022 18:00:00 - 10/01/2022 19:00:00","BZN|SE4","Without Sequence","294.98","",""
"10/01/2022 19:00:00 - 10/01/2022 20:00:00","BZN|SE4","Without Sequence","261.03","",""
"10/01/2022 20:00:00 - 10/01/2022 21:00:00","BZN|SE4","Without Sequence","242.23","",""
"10/01/2022 21:00:00 - 10/01/2022 22:00:00","BZN|SE4","Without Sequence","211.83","",""
"10/01/2022 22:00:00 - 10/01/2022 23:00:00","BZN|SE4","Without Sequence","150.09","",""
"10/01/2022 23:00:00 - 11/01/2022 00:00:00","BZN|SE4","Without Sequence","151.90","",""
"11/01/2022 00:00:00 - 11/01/2022 01:00:00","BZN|SE4","Without Sequence","148.05","",""
"11/01/2022 01:00:00 - 11/01/2022 02:00:00","BZN|SE4","Without Sequence","144.40","",""
"11/01/2022 02:00:00 - 11/01/2022 03:00:00","BZN|SE4","Without Sequence","144.15","",""
"11/01/2022 03:00:00 - 11/01/2022 04:00:00","BZN|SE4","Without Sequence","145.79","",""
"11/01/2022 04:00:00 - 11/01/2022 05:00:00","BZN|SE4","Without Sequence","151.49","",""
"11/01/2022 05:00:00 - 11/01/2022 06:00:00","BZN|SE4","Without Sequence","231.44","",""
"11/01/2022 06:00:00 - 11/01/2022 07:00:00","BZN|SE4","Without Sequence","291.51","",""
"11/01/2022 07:00:00 - 11/01/2022 08:00:00","BZN|SE4","Without Sequence","300.02","",""
"11/01/2022 08:00:00 - 11/01/2022 09:00:00","BZN|SE4","Without Sequence","297.16","",""
"11/01/2022 09:00:00 - 11/01/2022 10:00:00","BZN|SE4","Without Sequence","275.67","",""
"11/01/2022 10:00:00 - 11/01/2022 11:00:00","BZN|SE4","Without Sequence","264.40","",""
"11/01/2022 11:00:00 - 11/01/2022 12:00:00","BZN|SE4","Without Sequence","252.59","",""
"11/01/2022 12:00:00 - 11/01/2022 13:00:00","BZN|SE4","Without Sequence","248.38","",""
"11/01/2022 13:00:00 - 11/01/2022 14:00:00","BZN|SE4","Without Sequence","248.89","",""
"11/01/2022 14:00:00 - 11/01/2022 15:00:00","BZN|SE4","Without Sequence","271.23","",""
"11/01/2022 15:00:00 - 11/01/2022 16:00:00","BZN|SE4","Without Sequence","282.98","",""
"11/01/2022 16:00:00 - 11/01/2022 17:00:00","BZN|SE4","Without Sequence","308.81","",""
"11/01/2022 17:00:00 - 11/01/2022 18:00:00","BZN|SE4","Without Sequence","308.32","",""
"11/01/2022 18:00:00 - 11/01/2022 19:00:00","BZN|SE4","Without Sequence","279.20","",""
"11/01/2022 19:00:00 - 11/01/2022 20:00:00","BZN|SE4","Without Sequence","174.70","",""
"11/01/2022 20:00:00 - 11/01/2022 21:00:00","BZN|SE4","Without Sequence","158.21","",""
"11/01/2022 21:00:00 - 11/01/2022 22:00:00","BZN|SE4","Without Sequence","155.06","",""
"11/01/2022 22:00:00 - 11/01/2022 23:00:00","BZN|SE4","Without Sequence","149.70","",""
"11/01/2022 23:00:00 - 12/01/2022 00:00:00","BZN|SE4","Without Sequence","147.62","",""
"12/01/2022 00:00:00 - 12/01/2022 01:00:00","BZN|SE4","Without Sequence","145.09","",""
"12/01/2022 01:00:00 - 12/01/2022 02:00:00","BZN|SE4","Without Sequence","143.67","",""
"12/01/2022 02:00:00 - 12/01/2022 03:00:00","BZN|SE4","Without Sequence","143.41","",""
"12/01/2022 03:00:00 - 12/01/2022 04:00:00","BZN|SE4","Without Sequence","144.31","",""
"12/01/2022 04:00:00 - 12/01/2022 05:00:00","BZN|SE4","Without Sequence","146.02","",""
"12/01/2022 05:00:00 - 12/01/2022 06:00:00","BZN|SE4","Without Sequence","213.87","",""
"12/01/2022 06:00:00 - 12/01/2022 07:00:00","BZN|SE4","Without Sequence","266.63","",""
