"MTU (UTC)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (UTC)","Intraday Price (EUR/MWh)"
"04/01/2024 21:00:00 - 04/01/2024 22:00:00","BZN|EE","Without Sequence","143.09","",""
"04/01/2024 22:00:00 - 04/01/2024 23:00:00","BZN|EE","Without Sequence","111.11","",""
"04/01/2024 23:00:00 - 05/01/2024 00:00:00","BZN|EE","Without Sequence","169.99","",""
"05/01/2024 00:00:00 - 05/01/2024 01:00:00","BZN|EE","Without Sequence","150.07","",""
"05/01/2024 01:00:00 - 05/01/2024 02:00:00","BZN|EE","Without Sequence","150.06","",""
"05/01/2024 02:00:00 - 05/01/2024 03:00:00","BZN|EE","Without Sequence","150.07","",""
"05/01/2024 03:00:00 - 05/01/2024 04:00:00","BZN|EE","Without Sequence","150.09","",""
"05/01/2024 04:00:00 - 05/01/2024 05:00:00","BZN|EE","Without Sequence","350.00","",""
"05/01/2024 05:00:00 - 05/01/2024 06:00:00","BZN|EE","Without Sequence","999.94","",""
"05/01/2024 06:00:00 - 05/01/2024 07:00:00","BZN|EE","Without Sequence","1478.91","",""
"05/01/2024 07:00:00 - 05/01/2024 08:00:00","BZN|EE","Without Sequence","1251.67","",""
"05/01/2024 08:00:00 - 05/01/2024 09:00:00","BZN|EE","Without Sequence","1000.00","",""
"05/01/2024 09:00:00 - 05/01/2024 10:00:00","BZN|EE","Without Sequence","999.98","",""
"05/01/2024 10:00:00 - 05/01/2024 11:00:00","BZN|EE","Without Sequence","800.00","",""
"05/01/2024 11:00:00 - 05/01/2024 12:00:00","BZN|EE","Without Sequence","999.91","",""
"05/01/2024 12:00:00 - 05/01/2024 13:00:00","BZN|EE","Without Sequence","899.06","",""
"05/01/2024 13:00:00 - 05/01/2024 14:00:00","BZN|EE","Without Sequence","999.97","",""
"05/01/2024 14:00:00 - 05/01/2024 15:00:00","BZN|EE","Without Sequence","1696.31","",""
"05/01/2024 15:00:00 - 05/01/2024 16:00:00","BZN|EE","Without Sequence","1758.00","",""
"05/01/2024 16:00:00 - 05/01/2024 17:00:00","BZN|EE","Without Sequence","1478.95","",""
"05/01/2024 17:00:00 - 05/01/2024 18:00:00","BZN|EE","Without Sequence","1896.00","",""
"05/01/2024 18:00:00 - 05/01/2024 19:00:00","BZN|EE","Without Sequence","1754.00","",""
"05/01/2024 19:00:00 - 05/01/2024 20:00:00","BZN|EE","Without Sequence","990.09","",""
"05/01/2024 20:00:00 - 05/01/2024 21:00:00","BZN|EE","Without Sequence","749.95","",""
"05/01/2024 21:00:00 - 05/01/2024 22:00:00","BZN|EE","Without Sequence","300.01","",""
"05/01/2024 22:00:00 - 05/01/2024 23:00:00","BZN|EE","Without Sequence","200.00","",""
"05/01/2024 23:00:00 - 06/01/2024 00:00:00","BZN|EE","Without Sequence","111.19","",""
"06/01/2024 00:00:00 - 06/01/2024 01:00:00","BZN|EE","Without Sequence","113.98","",""
"06/01/2024 01:00:00 - 06/01/2024 02:00:00","BZN|EE","Without Sequence","110.62","",""
"06/01/2024 02:00:00 - 06/01/2024 03:00:00","BZN|EE","Without Sequence","113.51","",""
"06/01/2024 03:00:00 - 06/01/2024 04:00:00","BZN|EE","Without Sequence","141.69","",""
"06/01/2024 04:00:00 - 06/01/2024 05:00:00","BZN|EE","Without Sequence","156.85","",""
"06/01/2024 05:00:00 - 06/01/2024 06:00:00","BZN|EE","Without Sequence","132.92","",""
"06/01/2024 06:00:00 - 06/01/2024 07:00:00","BZN|EE","Without Sequence","147.75","",""
"06/01/2024 07:00:00 - 06/01/2024 08:00:00","BZN|EE","Without Sequence","181.87","",""
"06/01/2024 08:00:00 - 06/01/2024 09:00:00","BZN|EE","Without Sequence","184.00","",""
"06/01/2024 09:00:00 - 06/01/2024 10:00:00","BZN|EE","Without Sequence","176.37","",""
"06/01/2024 10:00:00 - 06/01/2024 11:00:00","BZN|EE","Without Sequence","176.81","",""
"06/01/2024 11:00:00 - 06/01/2024 12:00:00","BZN|EE","Without Sequence","178.09","",""
"06/01/2024 12:00:00 - 06/01/2024 13:00:00","BZN|EE","Without Sequence","161.34","",""
"06/01/2024 13:00:00 - 06/01/2024 14:00:00","BZN|EE","Without Sequence","184.00","",""
"06/01/2024 14:00:00 - 06/01/2024 15:00:00","BZN|EE","Without Sequence","200.00","",""
"06/01/2024 15:00:00 - 06/01/2024 16:00:00","BZN|EE","Without Sequence","299.99","",""
"06/01/2024 16:00:00 - 06/01/2024 17:00:00","BZN|EE","Without Sequence","244.45","",""
"06/01/2024 17:00:00 - 06/01/2024 18:00:00","BZN|EE","Without Sequence","200.00","",""
"06/01/2024 18:00:00 - 06/01/2024 19:00:00","BZN|EE","Without Sequence","179.78","",""
"06/01/2024 19:00:00 - 06/01/2024 20:00:00","BZN|EE","Without Sequence","164.51","",""
"06/01/2024 20:00:00 - 06/01/2024 21:00:00","BZN|EE","Without Sequence","176.17","",""
"06/01/2024 21:00:00 - 06/01/2024 22:00:00","BZN|EE","Without Sequence","159.15","",""
"06/01/2024 22:00:00 - 06/01/2024 23:00:00","BZN|EE","Without Sequence","120.76","",""
"06/01/2024 23:00:00 - 07/01/2024 00:00:00","BZN|EE","Without Sequence","169.50","",""
"07/01/2024 00:00:00 - 07/01/2024 01:00:00","BZN|EE","Without Sequence","128.69","",""
"07/01/2024 01:00:00 - 07/01/2024 02:00:00","BZN|EE","Without Sequence","104.00","",""
"07/01/2024 02:00:00 - 07/01/2024 03:00:00","BZN|EE","Without Sequence","93.20","",""
"07/01/2024 03:00:00 - 07/01/2024 04:00:00","BZN|EE","Without Sequence","93.19","",""
"07/01/2024 04:00:00 - 07/01/2024 05:00:00","BZN|EE","Without Sequence","93.19","",""
"07/01/2024 05:00:00 - 07/01/2024 06:00:00","BZN|EE","Without Sequence","84.99","",""
"07/01/2024 06:00:00 - 07/01/2024 07:00:00","BZN|EE","Without Sequence","96.89","",""
"07/01/2024 07:00:00 - 07/01/2024 08:00:00","BZN|EE","Without Sequence","93.20","",""
"07/01/2024 08:00:00 - 07/01/2024 09:00:00","BZN|EE","Without Sequence","118.35","",""
"07/01/2024 09:00:00 - 07/01/2024 10:00:00","BZN|EE","Without Sequence","97.53","",""
"07/01/2024 10:00:00 - 07/01/2024 11:00:00","BZN|EE","Without Sequence","93.19","",""
"07/01/2024 11:00:00 - 07/01/2024 12:00:00","BZN|EE","Without Sequence","91.50","",""
"07/01/2024 12:00:00 - 07/01/2024 13:00:00","BZN|EE","Without Sequence","87.52","",""
"07/01/2024 13:00:00 - 07/01/2024 14:00:00","BZN|EE","Without Sequence","87.23","",""
"07/01/2024 14:00:00 - 07/01/2024 15:00:00","BZN|EE","Without Sequence","93.20","",""
"07/01/2024 15:00:00 - 07/01/2024 16:00:00","BZN|EE","Without Sequence","96.21","",""
"07/01/2024 16:00:00 - 07/01/2024 17:00:00","BZN|EE","Without Sequence","104.27","",""
"07/01/2024 17:00:00 - 07/01/2024 18:00:00","BZN|EE","Without Sequence","106.09","",""
"07/01/2024 18:00:00 - 07/01/2024 19:00:00","BZN|EE","Without Sequence","103.56","",""
"07/01/2024 19:00:00 - 07/01/2024 20:00:00","BZN|EE","Without Sequence","100.50","",""
"07/01/2024 20:00:00 - 07/01/2024 21:00:00","BZN|EE","Without Sequence","93.31","",""
"07/01/2024 21:00:00 - 07/01/2024 22:00:00","BZN|EE","Without Sequence","91.17","",""
"07/01/2024 22:00:00 - 07/01/2024 23:00:00","BZN|EE","Without Sequence","83.86","",""
"07/01/2024 23:00:00 - 08/01/2024 00:00:00","BZN|EE","Without Sequence","87.02","",""
"08/01/2024 00:00:00 - 08/01/2024 01:00:00","BZN|EE","Without Sequence","84.32","",""
"08/01/2024 01:00:00 - 08/01/2024 02:00:00","BZN|EE","Without Sequence","81.82","",""
"08/01/2024 02:00:00 - 08/01/2024 03:00:00","BZN|EE","Without Sequence","79.11","",""
"08/01/2024 03:00:00 - 08/01/2024 04:00:00","BZN|EE","Without Sequence","78.48","",""
"08/01/2024 04:00:00 - 08/01/2024 05:00:00","BZN|EE","Without Sequence","82.10","",""
"08/01/2024 05:00:00 - 08/01/2024 06:00:00","BZN|EE","Without Sequence","94.30","",""
"08/01/2024 06:00:00 - 08/01/2024 07:00:00","BZN|EE","Without Sequence","111.22","",""
"08/01/2024 07:00:00 - 08/01/2024 08:00:00","BZN|EE","Without Sequence","121.11","",""
"08/01/2024 08:00:00 - 08/01/2024 09:00:00","BZN|EE","Without Sequence","120.73","",""
"08/01/2024 09:00:00 - 08/01/2024 10:00:00","BZN|EE","Without Sequence","113.90","",""
"08/01/2024 10:00:00 - 08/01/2024 11:00:00","BZN|EE","Without Sequence","139.05","",""
"08/01/2024 11:00:00 - 08/01/2024 12:00:00","BZN|EE","Without Sequence","161.05","",""
"08/01/2024 12:00:00 - 08/01/2024 13:00:00","BZN|EE","Without Sequence","137.91","",""
"08/01/2024 13:00:00 - 08/01/2024 14:00:00","BZN|EE","Without Sequence","167.20","",""
"08/01/2024 14:00:00 - 08/01/2024 15:00:00","BZN|EE","Without Sequence","162.52","",""
"08/01/2024 15:00:00 - 08/01/2024 16:00:00","BZN|EE","Without Sequence","129.93","",""
"08/01/2024 16:00:00 - 08/01/2024 17:00:00","BZN|EE","Without Sequence","132.31","",""
"08/01/2024 17:00:00 - 08/01/2024 18:00:00","BZN|EE","Without Sequence","130.01","",""
"08/01/2024 18:00:00 - 08/01/2024 19:00:00","BZN|EE","Without Sequence","122.12","",""
"08/01/2024 19:00:00 - 08/01/2024 20:00:00","BZN|EE","Without Sequence","114.21","",""
"08/01/2024 20:00:00 - 08/01/2024 21:00:00","BZN|EE","Without Sequence","102.83","",""
"08/01/2024 21:00:00 - 08/01/2024 22:00:00","BZN|EE","Without Sequence","99.98","",""
"08/01/2024 22:00:00 - 08/01/2024 23:00:00","BZN|EE","Without Sequence","91.49","",""
"08/01/2024 23:00:00 - 09/01/2024 00:00:00","BZN|EE","Without Sequence","87.82","",""
"09/01/2024 00:00:00 - 09/01/2024 01:00:00","BZN|EE","Without Sequence","86.69","",""
"09/01/2024 01:00:00 - 09/01/2024 02:00:00","BZN|EE","Without Sequence","85.00","",""
"09/01/2024 02:00:00 - 09/01/2024 03:00:00","BZN|EE","Without Sequence","84.13","",""
"09/01/2024 03:00:00 - 09/01/2024 04:00:00","BZN|EE","Without Sequence","85.41","",""
"09/01/2024 04:00:00 - 09/01/2024 05:00:00","BZN|EE","Without Sequence","90.12","",""
"09/01/2024 05:00:00 - 09/01/2024 06:00:00","BZN|EE","Without Sequence","108.51","",""
"09/01/2024 06:00:00 - 09/01/2024 07:00:00","BZN|EE","Without Sequence","123.22","",""
"09/01/2024 07:00:00 - 09/01/2024 08:00:00","BZN|EE","Without Sequence","133.25","",""
"09/01/2024 08:00:00 - 09/01/2024 09:00:00","BZN|EE","Without Sequence","120.89","",""
"09/01/2024 09:00:00 - 09/01/2024 10:00:00","BZN|EE","Without Sequence","112.78","",""
"09/01/2024 10:00:00 - 09/01/2024 11:00:00","BZN|EE","Without Sequence","105.40","",""
"09/01/2024 11:00:00 - 09/01/2024 12:00:00","BZN|EE","Without Sequence","100.00","",""
"09/01/2024 12:00:00 - 09/01/2024 13:00:00","BZN|EE","Without Sequence","100.60","",""
"09/01/2024 13:00:00 - 09/01/2024 14:00:00","BZN|EE","Without Sequence","112.36","",""
"09/01/2024 14:00:00 - 09/01/2024 15:00:00","BZN|EE","Without Sequence","121.09","",""
"09/01/2024 15:00:00 - 09/01/2024 16:00:00","BZN|EE","Without Sequence","130.99","",""
"09/01/2024 16:00:00 - 09/01/2024 17:00:00","BZN|EE","Without Sequence","137.95","",""
"09/01/2024 17:00:00 - 09/01/2024 18:00:00","BZN|EE","Without Sequence","137.72","",""
"09/01/2024 18:00:00 - 09/01/2024 19:00:00","BZN|EE","Without Sequence","130.33","",""
"09/01/2024 19:00:00 - 09/01/2024 20:00:00","BZN|EE","Without Sequence","117.36","",""
"09/01/2024 20:00:00 - 09/01/2024 21:00:00","BZN|EE","Without Sequence","109.00","",""
"09/01/2024 21:00:00 - 09/01/2024 22:00:00","BZN|EE","Without Sequence","103.63","",""
"09/01/2024 22:00:00 - 09/01/2024 23:00:00","BZN|EE","Without Sequence","94.76","",""
"09/01/2024 23:00:00 - 10/01/2024 00:00:00","BZN|EE","Without Sequence","87.15","",""
"10/01/2024 00:00:00 - 10/01/2024 01:00:00","BZN|EE","Without Sequence","84.67","",""
"10/01/2024 01:00:00 - 10/01/2024 02:00:00","BZN|EE","Without Sequence","84.64","",""
"10/01/2024 02:00:00 - 10/01/2024 03:00:00","BZN|EE","Without Sequence","84.02","",""
"10/01/2024 03:00:00 - 10/01/2024 04:00:00","BZN|EE","Without Sequence","84.23","",""
"10/01/2024 04:00:00 - 10/01/2024 05:00:00","BZN|EE","Without Sequence","89.05","",""
"10/01/2024 05:00:00 - 10/01/2024 06:00:00","BZN|EE","Without Sequence","114.84","",""
"10/01/2024 06:00:00 - 10/01/2024 07:00:00","BZN|EE","Without Sequence","134.87","",""
"10/01/2024 07:00:00 - 10/01/2024 08:00:00","BZN|EE","Without Sequence","143.00","",""
"10/01/2024 08:00:00 - 10/01/2024 09:00:00","BZN|EE","Without Sequence","130.39","",""
"10/01/2024 09:00:00 - 10/01/2024 10:00:00","BZN|EE","Without Sequence","121.47","",""
"10/01/2024 10:00:00 - 10/01/2024 11:00:00","BZN|EE","Without Sequence","109.13","",""
"10/01/2024 11:00:00 - 10/01/2024 12:00:00","BZN|EE","Without Sequence","102.21","",""
"10/01/2024 12:00:00 - 10/01/2024 13:00:00","BZN|EE","Without Sequence","113.34","",""
"10/01/2024 13:00:00 - 10/01/2024 14:00:00","BZN|EE","Without Sequence","122.03","",""
"10/01/2024 14:00:00 - 10/01/2024 15:00:00","BZN|EE","Without Sequence","130.06","",""
"10/01/2024 15:00:00 - 10/01/2024 16:00:00","BZN|EE","Without Sequence","134.64","",""
"10/01/2024 16:00:00 - 10/01/2024 17:00:00","BZN|EE","Without Sequence","143.79","",""
"10/01/2024 17:00:00 - 10/01/2024 18:00:00","BZN|EE","Without Sequence","136.64","",""
"10/01/2024 18:00:00 - 10/01/2024 19:00:00","BZN|EE","Without Sequence","128.98","",""
"10/01/2024 19:00:00 - 10/01/2024 20:00:00","BZN|EE","Without Sequence","117.12","",""
"10/01/2024 20:00:00 - 10/01/2024 21:00:00","BZN|EE","Without Sequence","107.12","",""
"10/01/2024 21:00:00 - 10/01/2024 22:00:00","BZN|EE","Without Sequence","83.10","",""
"10/01/2024 22:00:00 - 10/01/2024 23:00:00","BZN|EE","Without Sequence","30.07","",""
"10/01/2024 23:00:00 - 11/01/2024 00:00:00","BZN|EE","Without Sequence","83.10","",""
"11/01/2024 00:00:00 - 11/01/2024 01:00:00","BZN|EE","Without Sequence","74.10","",""
"11/01/2024 01:00:00 - 11/01/2024 02:00:00","BZN|EE","Without Sequence","24.39","",""
"11/01/2024 02:00:00 - 11/01/2024 03:00:00","BZN|EE","Without Sequence","40.00","",""
"11/01/2024 03:00:00 - 11/01/2024 04:00:00","BZN|EE","Without Sequence","68.47","",""
"11/01/2024 04:00:00 - 11/01/2024 05:00:00","BZN|EE","Without Sequence","34.36","",""
"11/01/2024 05:00:00 - 11/01/2024 06:00:00","BZN|EE","Without Sequence","99.62","",""
"11/01/2024 06:00:00 - 11/01/2024 07:00:00","BZN|EE","Without Sequence","114.06","",""
"11/01/2024 07:00:00 - 11/01/2024 08:00:00","BZN|EE","Without Sequence","137.62","",""
"11/01/2024 08:00:00 - 11/01/2024 09:00:00","BZN|EE","Without Sequence","126.06","",""
"11/01/2024 09:00:00 - 11/01/2024 10:00:00","BZN|EE","Without Sequence","110.92","",""
"11/01/2024 10:00:00 - 11/01/2024 11:00:00","BZN|EE","Without Sequence","103.92","",""
"11/01/2024 11:00:00 - 11/01/2024 12:00:00","BZN|EE","Without Sequence","97.00","",""
"11/01/2024 12:00:00 - 11/01/2024 13:00:00","BZN|EE","Without Sequence","99.00","",""
"11/01/2024 13:00:00 - 11/01/2024 14:00:00","BZN|EE","Without Sequence","105.98","",""
"11/01/2024 14:00:00 - 11/01/2024 15:00:00","BZN|EE","Without Sequence","124.10","",""
"11/01/2024 15:00:00 - 11/01/2024 16:00:00","BZN|EE","Without Sequence","141.86","",""
"11/01/2024 16:00:00 - 11/01/2024 17:00:00","BZN|EE","Without Sequence","155.00","",""
"11/01/2024 17:00:00 - 11/01/2024 18:00:00","BZN|EE","Without Sequence","200.00","",""
"11/01/2024 18:00:00 - 11/01/2024 19:00:00","BZN|EE","Without Sequence","145.44","",""
"11/01/2024 19:00:00 - 11/01/2024 20:00:00","BZN|EE","Without Sequence","123.51","",""
"11/01/2024 20:00:00 - 11/01/2024 21:00:00","BZN|EE","Without Sequence","108.20","",""
"11/01/2024 21:00:00 - 11/01/2024 22:00:00","BZN|EE","Without Sequence","100.00","",""
"11/01/2024 22:00:00 - 11/01/2024 23:00:00","BZN|EE","Without Sequence","96.97","",""
"11/01/2024 23:00:00 - 12/01/2024 00:00:00","BZN|EE","Without Sequence","90.94","",""
"12/01/2024 00:00:00 - 12/01/2024 01:00:00","BZN|EE","Without Sequence","88.13","",""
"12/01/2024 01:00:00 - 12/01/2024 02:00:00","BZN|EE","Without Sequence","86.30","",""
"12/01/2024 02:00:00 - 12/01/2024 03:00:00","BZN|EE","Without Sequence","86.85","",""
"12/01/2024 03:00:00 - 12/01/2024 04:00:00","BZN|EE","Without Sequence","92.24","",""
"12/01/2024 04:00:00 - 12/01/2024 05:00:00","BZN|EE","Without Sequence","103.41","",""
"12/01/2024 05:00:00 - 12/01/2024 06:00:00","BZN|EE","Without Sequence","124.50","",""
"12/01/2024 06:00:00 - 12/01/2024 07:00:00","BZN|EE","Without Sequence","137.15","",""
"12/01/2024 07:00:00 - 12/01/2024 08:00:00","BZN|EE","Without Sequence","140.74","",""
"12/01/2024 08:00:00 - 12/01/2024 09:00:00","BZN|EE","Without Sequence","134.96","",""
"12/01/2024 09:00:00 - 12/01/2024 10:00:00","BZN|EE","Without Sequence","150.03","",""
"12/01/2024 10:00:00 - 12/01/2024 11:00:00","BZN|EE","Without Sequence","136.48","",""
"12/01/2024 11:00:00 - 12/01/2024 12:00:00","BZN|EE","Without Sequence","124.57","",""
"12/01/2024 12:00:00 - 12/01/2024 13:00:00","BZN|EE","Without Sequence","124.32","",""
