"MTU (UTC)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (UTC)","Intraday Price (EUR/MWh)"
"02/01/2022 07:00:00 - 02/01/2022 08:00:00","BZN|PL","Without Sequence","65.54","",""
"02/01/2022 08:00:00 - 02/01/2022 09:00:00","BZN|PL","Without Sequence","86.18","",""
"02/01/2022 09:00:00 - 02/01/2022 10:00:00","BZN|PL","Without Sequence","89.71","",""
"02/01/2022 10:00:00 - 02/01/2022 11:00:00","BZN|PL","Without Sequence","91.12","",""
"02/01/2022 11:00:00 - 02/01/2022 12:00:00","BZN|PL","Without Sequence","91.40","",""
"02/01/2022 12:00:00 - 02/01/2022 13:00:00","BZN|PL","Without Sequence","91.44","",""
"02/01/2022 13:00:00 - 02/01/2022 14:00:00","BZN|PL","Without Sequence","86.25","",""
"02/01/2022 14:00:00 - 02/01/2022 15:00:00","BZN|PL","Without Sequence","81.09","",""
"02/01/2022 15:00:00 - 02/01/2022 16:00:00","BZN|PL","Without Sequence","88.46","",""
"02/01/2022 16:00:00 - 02/01/2022 17:00:00","BZN|PL","Without Sequence","95.40","",""
"02/01/2022 17:00:00 - 02/01/2022 18:00:00","BZN|PL","Without Sequence","86.71","",""
"02/01/2022 18:00:00 - 02/01/2022 19:00:00","BZN|PL","Without Sequence","82.14","",""
"02/01/2022 19:00:00 - 02/01/2022 20:00:00","BZN|PL","Without Sequence","89.38","",""
"02/01/2022 20:00:00 - 02/01/2022 21:00:00","BZN|PL","Without Sequence","73.66","",""
"02/01/2022 21:00:00 - 02/01/2022 22:00:00","BZN|PL","Without Sequence","74.28","",""
"02/01/2022 22:00:00 - 02/01/2022 23:00:00","BZN|PL","Without Sequence","57.04","",""
"02/01/2022 23:00:00 - 03/01/2022 00:00:00","BZN|PL","Without Sequence","21.82","",""
"03/01/2022 00:00:00 - 03/01/2022 01:00:00","BZN|PL","Without Sequence","19.62","",""
"03/01/2022 01:00:00 - 03/01/2022 02:00:00","BZN|PL","Without Sequence","19.62","",""
"03/01/2022 02:00:00 - 03/01/2022 03:00:00","BZN|PL","Without Sequence","27.54","",""
"03/01/2022 03:00:00 - 03/01/2022 04:00:00","BZN|PL","Without Sequence","49.18","",""
"03/01/2022 04:00:00 - 03/01/2022 05:00:00","BZN|PL","Without Sequence","76.30","",""
"03/01/2022 05:00:00 - 03/01/2022 06:00:00","BZN|PL","Without Sequence","89.98","",""
"03/01/2022 06:00:00 - 03/01/2022 07:00:00","BZN|PL","Without Sequence","102.48","",""
"03/01/2022 07:00:00 - 03/01/2022 08:00:00","BZN|PL","Without Sequence","119.24","",""
"03/01/2022 08:00:00 - 03/01/2022 09:00:00","BZN|PL","Without Sequence","114.67","",""
"03/01/2022 09:00:00 - 03/01/2022 10:00:00","BZN|PL","Without Sequence","107.46","",""
"03/01/2022 10:00:00 - 03/01/2022 11:00:00","BZN|PL","Without Sequence","110.08","",""
"03/01/2022 11:00:00 - 03/01/2022 12:00:00","BZN|PL","Without Sequence","119.78","",""
"03/01/2022 12:00:00 - 03/01/2022 13:00:00","BZN|PL","Without Sequence","117.00","",""
"03/01/2022 13:00:00 - 03/01/2022 14:00:00","BZN|PL","Without Sequence","111.57","",""
"03/01/2022 14:00:00 - 03/01/2022 15:00:00","BZN|PL","Without Sequence","111.39","",""
"03/01/2022 15:00:00 - 03/01/2022 16:00:00","BZN|PL","Without Sequence","120.27","",""
"03/01/2022 16:00:00 - 03/01/2022 17:00:00","BZN|PL","Without Sequence","120.27","",""
"03/01/2022 17:00:00 - 03/01/2022 18:00:00","BZN|PL","Without Sequence","120.27","",""
"03/01/2022 18:00:00 - 03/01/2022 19:00:00","BZN|PL","Without Sequence","117.64","",""
"03/01/2022 19:00:00 - 03/01/2022 20:00:00","BZN|PL","Without Sequence","117.61","",""
"03/01/2022 20:00:00 - 03/01/2022 21:00:00","BZN|PL","Without Sequence","95.95","",""
"03/01/2022 21:00:00 - 03/01/2022 22:00:00","BZN|PL","Without Sequence","105.68","",""
"03/01/2022 22:00:00 - 03/01/2022 23:00:00","BZN|PL","Without Sequence","95.26","",""
"03/01/2022 23:00:00 - 04/01/2022 00:00:00","BZN|PL","Without Sequence","103.70","",""
"04/01/2022 00:00:00 - 04/01/2022 01:00:00","BZN|PL","Without Sequence","104.14","",""
"04/01/2022 01:00:00 - 04/01/2022 02:00:00","BZN|PL","Without Sequence","102.59","",""
"04/01/2022 02:00:00 - 04/01/2022 03:00:00","BZN|PL","Without Sequence","100.49","",""
"04/01/2022 03:00:00 - 04/01/2022 04:00:00","BZN|PL","Without Sequence","102.71","",""
"04/01/2022 04:00:00 - 04/01/2022 05:00:00","BZN|PL","Without Sequence","93.97","",""
"04/01/2022 05:00:00 - 04/01/2022 06:00:00","BZN|PL","Without Sequence","130.08","",""
"04/01/2022 06:00:00 - 04/01/2022 07:00:00","BZN|PL","Without Sequence","124.62","",""
"04/01/2022 07:00:00 - 04/01/2022 08:00:00","BZN|PL","Without Sequence","140.86","",""
"04/01/2022 08:00:00 - 04/01/2022 09:00:00","BZN|PL","Without Sequence","190.00","",""
"04/01/2022 09:00:00 - 04/01/2022 10:00:00","BZN|PL","Without Sequence","189.88","",""
"04/01/2022 10:00:00 - 04/01/2022 11:00:00","BZN|PL","Without Sequence","182.42","",""
"04/01/2022 11:00:00 - 04/01/2022 12:00:00","BZN|PL","Without Sequence","182.46","",""
"04/01/2022 12:00:00 - 04/01/2022 13:00:00","BZN|PL","Without Sequence","179.59","",""
"04/01/2022 13:00:00 - 04/01/2022 14:00:00","BZN|PL","Without Sequence","179.00","",""
"04/01/2022 14:00:00 - 04/01/2022 15:00:00","BZN|PL","Without Sequence","180.93","",""
"04/01/2022 15:00:00 - 04/01/2022 16:00:00","BZN|PL","Without Sequence","166.69","",""
"04/01/2022 16:00:00 - 04/01/2022 17:00:00","BZN|PL","Without Sequence","189.88","",""
"04/01/2022 17:00:00 - 04/01/2022 18:00:00","BZN|PL","Without Sequence","184.94","",""
"04/01/2022 18:00:00 - 04/01/2022 19:00:00","BZN|PL","Without Sequence","178.99","",""
"04/01/2022 19:00:00 - 04/01/2022 20:00:00","BZN|PL","Without Sequence","156.12","",""
"04/01/2022 20:00:00 - 04/01/2022 21:00:00","BZN|PL","Without Sequence","128.75","",""
"04/01/2022 21:00:00 - 04/01/2022 22:00:00","BZN|PL","Without Sequence","131.03","",""
"04/01/2022 22:00:00 - 04/01/2022 23:00:00","BZN|PL","Without Sequence","97.56","",""
"04/01/2022 23:00:00 - 05/01/2022 00:00:00","BZN|PL","Without Sequence","105.31","",""
"05/01/2022 00:00:00 - 05/01/2022 01:00:00","BZN|PL","Without Sequence","97.29","",""
"05/01/2022 01:00:00 - 05/01/2022 02:00:00","BZN|PL","Without Sequence","94.87","",""
"05/01/2022 02:00:00 - 05/01/2022 03:00:00","BZN|PL","Without Sequence","94.37","",""
"05/01/2022 03:00:00 - 05/01/2022 04:00:00","BZN|PL","Without Sequence","96.52","",""
"05/01/2022 04:00:00 - 05/01/2022 05:00:00","BZN|PL","Without Sequence","97.91","",""
"05/01/2022 05:00:00 - 05/01/2022 06:00:00","BZN|PL","Without Sequence","122.43","",""
"05/01/2022 06:00:00 - 05/01/2022 07:00:00","BZN|PL","Without Sequence","124.69","",""
"05/01/2022 07:00:00 - 05/01/2022 08:00:00","BZN|PL","Without Sequence","147.74","",""
"05/01/2022 08:00:00 - 05/01/2022 09:00:00","BZN|PL","Without Sequence","141.47","",""
"05/01/2022 09:00:00 - 05/01/2022 10:00:00","BZN|PL","Without Sequence","135.97","",""
"05/01/2022 10:00:00 - 05/01/2022 11:00:00","BZN|PL","Without Sequence","129.99","",""
"05/01/2022 11:00:00 - 05/01/2022 12:00:00","BZN|PL","Without Sequence","131.97","",""
"05/01/2022 12:00:00 - 05/01/2022 13:00:00","BZN|PL","Without Sequence","130.67","",""
"05/01/2022 13:00:00 - 05/01/2022 14:00:00","BZN|PL","Without Sequence","134.60","",""
"05/01/2022 14:00:00 - 05/01/2022 15:00:00","BZN|PL","Without Sequence","127.46","",""
"05/01/2022 15:00:00 - 05/01/2022 16:00:00","BZN|PL","Without Sequence","137.28","",""
"05/01/2022 16:00:00 - 05/01/2022 17:00:00","BZN|PL","Without Sequence","116.43","",""
"05/01/2022 17:00:00 - 05/01/2022 18:00:00","BZN|PL","Without Sequence","118.93","",""
"05/01/2022 18:00:00 - 05/01/2022 19:00:00","BZN|PL","Without Sequence","125.81","",""
"05/01/2022 19:00:00 - 05/01/2022 20:00:00","BZN|PL","Without Sequence","119.93","",""
"05/01/2022 20:00:00 - 05/01/2022 21:00:00","BZN|PL","Without Sequence","98.09","",""
"05/01/2022 21:00:00 - 05/01/2022 22:00:00","BZN|PL","Without Sequence","118.71","",""
"05/01/2022 22:00:00 - 05/01/2022 23:00:00","BZN|PL","Without Sequence","97.29","",""
"05/01/2022 23:00:00 - 06/01/2022 00:00:00","BZN|PL","Without Sequence","98.46","",""
"06/01/2022 00:00:00 - 06/01/2022 01:00:00","BZN|PL","Without Sequence","92.92","",""
"06/01/2022 01:00:00 - 06/01/2022 02:00:00","BZN|PL","Without Sequence","90.99","",""
"06/01/2022 02:00:00 - 06/01/2022 03:00:00","BZN|PL","Without Sequence","88.94","",""
"06/01/2022 03:00:00 - 06/01/2022 04:00:00","BZN|PL","Without Sequence","89.31","",""
"06/01/2022 04:00:00 - 06/01/2022 05:00:00","BZN|PL","Without Sequence","89.75","",""
"06/01/2022 05:00:00 - 06/01/2022 06:00:00","BZN|PL","Without Sequence","97.06","",""
"06/01/2022 06:00:00 - 06/01/2022 07:00:00","BZN|PL","Without Sequence","110.87","",""
"06/01/2022 07:00:00 - 06/01/2022 08:00:00","BZN|PL","Without Sequence","136.88","",""
"06/01/2022 08:00:00 - 06/01/2022 09:00:00","BZN|PL","Without Sequence","159.36","",""
"06/01/2022 09:00:00 - 06/01/2022 10:00:00","BZN|PL","Without Sequence","175.11","",""
"06/01/2022 10:00:00 - 06/01/2022 11:00:00","BZN|PL","Without Sequence","177.43","",""
"06/01/2022 11:00:00 - 06/01/2022 12:00:00","BZN|PL","Without Sequence","175.58","",""
"06/01/2022 12:00:00 - 06/01/2022 13:00:00","BZN|PL","Without Sequence","178.81","",""
"06/01/2022 13:00:00 - 06/01/2022 14:00:00","BZN|PL","Without Sequence","197.11","",""
"06/01/2022 14:00:00 - 06/01/2022 15:00:00","BZN|PL","Without Sequence","180.62","",""
"06/01/2022 15:00:00 - 06/01/2022 16:00:00","BZN|PL","Without Sequence","204.23","",""
"06/01/2022 16:00:00 - 06/01/2022 17:00:00","BZN|PL","Without Sequence","191.44","",""
"06/01/2022 17:00:00 - 06/01/2022 18:00:00","BZN|PL","Without Sequence","193.83","",""
"06/01/2022 18:00:00 - 06/01/2022 19:00:00","BZN|PL","Without Sequence","198.85","",""
"06/01/2022 19:00:00 - 06/01/2022 20:00:00","BZN|PL","Without Sequence","193.65","",""
"06/01/2022 20:00:00 - 06/01/2022 21:00:00","BZN|PL","Without Sequence","158.79","",""
"06/01/2022 21:00:00 - 06/01/2022 22:00:00","BZN|PL","Without Sequence","149.94","",""
"06/01/2022 22:00:00 - 06/01/2022 23:00:00","BZN|PL","Without Sequence","124.70","",""
"06/01/2022 23:00:00 - 07/01/2022 00:00:00","BZN|PL","Without Sequence","128.92","",""
"07/01/2022 00:00:00 - 07/01/2022 01:00:00","BZN|PL","Without Sequence","116.65","",""
"07/01/2022 01:00:00 - 07/01/2022 02:00:00","BZN|PL","Without Sequence","100.54","",""
"07/01/2022 02:00:00 - 07/01/2022 03:00:00","BZN|PL","Without Sequence","99.47","",""
"07/01/2022 03:00:00 - 07/01/2022 04:00:00","BZN|PL","Without Sequence","101.74","",""
"07/01/2022 04:00:00 - 07/01/2022 05:00:00","BZN|PL","Without Sequence","114.99","",""
"07/01/2022 05:00:00 - 07/01/2022 06:00:00","BZN|PL","Without Sequence","140.19","",""
"07/01/2022 06:00:00 - 07/01/2022 07:00:00","BZN|PL","Without Sequence","115.56","",""
"07/01/2022 07:00:00 - 07/01/2022 08:00:00","BZN|PL","Without Sequence","118.55","",""
"07/01/2022 08:00:00 - 07/01/2022 09:00:00","BZN|PL","Without Sequence","118.58","",""
"07/01/2022 09:00:00 - 07/01/2022 10:00:00","BZN|PL","Without Sequence","129.07","",""
"07/01/2022 10:00:00 - 07/01/2022 11:00:00","BZN|PL","Without Sequence","137.72","",""
"07/01/2022 11:00:00 - 07/01/2022 12:00:00","BZN|PL","Without Sequence","148.04","",""
"07/01/2022 12:00:00 - 07/01/2022 13:00:00","BZN|PL","Without Sequence","156.34","",""
"07/01/2022 13:00:00 - 07/01/2022 14:00:00","BZN|PL","Without Sequence","151.99","",""
"07/01/2022 14:00:00 - 07/01/2022 15:00:00","BZN|PL","Without Sequence","146.39","",""
"07/01/2022 15:00:00 - 07/01/2022 16:00:00","BZN|PL","Without Sequence","154.89","",""
"07/01/2022 16:00:00 - 07/01/2022 17:00:00","BZN|PL","Without Sequence","153.44","",""
"07/01/2022 17:00:00 - 07/01/2022 18:00:00","BZN|PL","Without Sequence","132.07","",""
"07/01/2022 18:00:00 - 07/01/2022 19:00:00","BZN|PL","Without Sequence","129.07","",""
"07/01/2022 19:00:00 - 07/01/2022 20:00:00","BZN|PL","Without Sequence","118.56","",""
"07/01/2022 20:00:00 - 07/01/2022 21:00:00","BZN|PL","Without Sequence","114.81","",""
"07/01/2022 21:00:00 - 07/01/2022 22:00:00","BZN|PL","Without Sequence","153.20","",""
"07/01/2022 22:00:00 - 07/01/2022 23:00:00","BZN|PL","Without Sequence","144.76","",""
"07/01/2022 23:00:00 - 08/01/2022 00:00:00","BZN|PL","Without Sequence","160.71","",""
"08/01/2022 00:00:00 - 08/01/2022 01:00:00","BZN|PL","Without Sequence","146.08","",""
"08/01/2022 01:00:00 - 08/01/2022 02:00:00","BZN|PL","Without Sequence","144.64","",""
"08/01/2022 02:00:00 - 08/01/2022 03:00:00","BZN|PL","Without Sequence","146.90","",""
"08/01/2022 03:00:00 - 08/01/2022 04:00:00","BZN|PL","Without Sequence","150.07","",""
"08/01/2022 04:00:00 - 08/01/2022 05:00:00","BZN|PL","Without Sequence","154.30","",""
"08/01/2022 05:00:00 - 08/01/2022 06:00:00","BZN|PL","Without Sequence","139.10","",""
"08/01/2022 06:00:00 - 08/01/2022 07:00:00","BZN|PL","Without Sequence","164.76","",""
"08/01/2022 07:00:00 - 08/01/2022 08:00:00","BZN|PL","Without Sequence","186.92","",""
"08/01/2022 08:00:00 - 08/01/2022 09:00:00","BZN|PL","Without Sequence","217.30","",""
"08/01/2022 09:00:00 - 08/01/2022 10:00:00","BZN|PL","Without Sequence","227.62","",""
"08/01/2022 10:00:00 - 08/01/2022 11:00:00","BZN|PL","Without Sequence","215.39","",""
"08/01/2022 11:00:00 - 08/01/2022 12:00:00","BZN|PL","Without Sequence","206.68","",""
"08/01/2022 12:00:00 - 08/01/2022 13:00:00","BZN|PL","Without Sequence","185.00","",""
"08/01/2022 13:00:00 - 08/01/2022 14:00:00","BZN|PL","Without Sequence","169.52","",""
"08/01/2022 14:00:00 - 08/01/2022 15:00:00","BZN|PL","Without Sequence","173.88","",""
"08/01/2022 15:00:00 - 08/01/2022 16:00:00","BZN|PL","Without Sequence","200.89","",""
"08/01/2022 16:00:00 - 08/01/2022 17:00:00","BZN|PL","Without Sequence","201.05","",""
"08/01/2022 17:00:00 - 08/01/2022 18:00:00","BZN|PL","Without Sequence","187.08","",""
"08/01/2022 18:00:00 - 08/01/2022 19:00:00","BZN|PL","Without Sequence","179.31","",""
"08/01/2022 19:00:00 - 08/01/2022 20:00:00","BZN|PL","Without Sequence","162.02","",""
"08/01/2022 20:00:00 - 08/01/2022 21:00:00","BZN|PL","Without Sequence","149.98","",""
"08/01/2022 21:00:00 - 08/01/2022 22:00:00","BZN|PL","Without Sequence","126.06","",""
"08/01/2022 22:00:00 - 08/01/2022 23:00:00","BZN|PL","Without Sequence","114.11","",""
"08/01/2022 23:00:00 - 09/01/2022 00:00:00","BZN|PL","Without Sequence","98.00","",""
"09/01/2022 00:00:00 - 09/01/2022 01:00:00","BZN|PL","Without Sequence","98.09","",""
"09/01/2022 01:00:00 - 09/01/2022 02:00:00","BZN|PL","Without Sequence","98.10","",""
"09/01/2022 02:00:00 - 09/01/2022 03:00:00","BZN|PL","Without Sequence","98.00","",""
"09/01/2022 03:00:00 - 09/01/2022 04:00:00","BZN|PL","Without Sequence","91.79","",""
"09/01/2022 04:00:00 - 09/01/2022 05:00:00","BZN|PL","Without Sequence","93.30","",""
"09/01/2022 05:00:00 - 09/01/2022 06:00:00","BZN|PL","Without Sequence","93.94","",""
"09/01/2022 06:00:00 - 09/01/2022 07:00:00","BZN|PL","Without Sequence","95.71","",""
"09/01/2022 07:00:00 - 09/01/2022 08:00:00","BZN|PL","Without Sequence","97.26","",""
"09/01/2022 08:00:00 - 09/01/2022 09:00:00","BZN|PL","Without Sequence","119.97","",""
"09/01/2022 09:00:00 - 09/01/2022 10:00:00","BZN|PL","Without Sequence","134.96","",""
"09/01/2022 10:00:00 - 09/01/2022 11:00:00","BZN|PL","Without Sequence","143.44","",""
"09/01/2022 11:00:00 - 09/01/2022 12:00:00","BZN|PL","Without Sequence","141.21","",""
"09/01/2022 12:00:00 - 09/01/2022 13:00:00","BZN|PL","Without Sequence","160.23","",""
"09/01/2022 13:00:00 - 09/01/2022 14:00:00","BZN|PL","Without Sequence","163.25","",""
"09/01/2022 14:00:00 - 09/01/2022 15:00:00","BZN|PL","Without Sequence","164.96","",""
"09/01/2022 15:00:00 - 09/01/2022 16:00:00","BZN|PL","Without Sequence","177.95","",""
"09/01/2022 16:00:00 - 09/01/2022 17:00:00","BZN|PL","Without Sequence","181.47","",""
"09/01/2022 17:00:00 - 09/01/2022 18:00:00","BZN|PL","Without Sequence","181.47","",""
"09/01/2022 18:00:00 - 09/01/2022 19:00:00","BZN|PL","Without Sequence","186.55","",""
"09/01/2022 19:00:00 - 09/01/2022 20:00:00","BZN|PL","Without Sequence","187.20","",""
"09/01/2022 20:00:00 - 09/01/2022 21:00:00","BZN|PL","Without Sequence","162.78","",""
"09/01/2022 21:00:00 - 09/01/2022 22:00:00","BZN|PL","Without Sequence","142.97","",""
"09/01/2022 22:00:00 - 09/01/2022 23:00:00","BZN|PL","Without Sequence","113.15","",""
"09/01/2022 23:00:00 - 10/01/2022 00:00:00","BZN|PL","Without Sequence","144.28","",""
"10/01/2022 00:00:00 - 10/01/2022 01:00:00","BZN|PL","Without Sequence","138.09","",""
"10/01/2022 01:00:00 - 10/01/2022 02:00:00","BZN|PL","Without Sequence","133.81","",""
"10/01/2022 02:00:00 - 10/01/2022 03:00:00","BZN|PL","Without Sequence","136.44","",""
"10/01/2022 03:00:00 - 10/01/2022 04:00:00","BZN|PL","Without Sequence","142.99","",""
"10/01/2022 04:00:00 - 10/01/2022 05:00:00","BZN|PL","Without Sequence","176.18","",""
"10/01/2022 05:00:00 - 10/01/2022 06:00:00","BZN|PL","Without Sequence","203.41","",""
"10/01/2022 06:00:00 - 10/01/2022 07:00:00","BZN|PL","Without Sequence","216.23","",""
"10/01/2022 07:00:00 - 10/01/2022 08:00:00","BZN|PL","Without Sequence","281.77","",""
"10/01/2022 08:00:00 - 10/01/2022 09:00:00","BZN|PL","Without Sequence","315.00","",""
"10/01/2022 09:00:00 - 10/01/2022 10:00:00","BZN|PL","Without Sequence","310.41","",""
"10/01/2022 10:00:00 - 10/01/2022 11:00:00","BZN|PL","Without Sequence","310.08","",""
"10/01/2022 11:00:00 - 10/01/2022 12:00:00","BZN|PL","Without Sequence","300.00","",""
"10/01/2022 12:00:00 - 10/01/2022 13:00:00","BZN|PL","Without Sequence","297.01","",""
"10/01/2022 13:00:00 - 10/01/2022 14:00:00","BZN|PL","Without Sequence","299.96","",""
"10/01/2022 14:00:00 - 10/01/2022 15:00:00","BZN|PL","Without Sequence","306.45","",""
"10/01/2022 15:00:00 - 10/01/2022 16:00:00","BZN|PL","Without Sequence","302.73","",""
"10/01/2022 16:00:00 - 10/01/2022 17:00:00","BZN|PL","Without Sequence","315.47","",""
"10/01/2022 17:00:00 - 10/01/2022 18:00:00","BZN|PL","Without Sequence","310.82","",""
"10/01/2022 18:00:00 - 10/01/2022 19:00:00","BZN|PL","Without Sequence","294.98","",""
"10/01/2022 19:00:00 - 10/01/2022 20:00:00","BZN|PL","Without Sequence","267.45","",""
"10/01/2022 20:00:00 - 10/01/2022 21:00:00","BZN|PL","Without Sequence","212.75","",""
"10/01/2022 21:00:00 - 10/01/2022 22:00:00","BZN|PL","Without Sequence","217.03","",""
"10/01/2022 22:00:00 - 10/01/2022 23:00:00","BZN|PL","Without Sequence","195.83","",""
"10/01/2022 23:00:00 - 11/01/2022 00:00:00","BZN|PL","Without Sequence","206.11","",""
"11/01/2022 00:00:00 - 11/01/2022 01:00:00","BZN|PL","Without Sequence","198.87","",""
"11/01/2022 01:00:00 - 11/01/2022 02:00:00","BZN|PL","Without Sequence","197.24","",""
"11/01/2022 02:00:00 - 11/01/2022 03:00:00","BZN|PL","Without Sequence","193.00","",""
"11/01/2022 03:00:00 - 11/01/2022 04:00:00","BZN|PL","Without Sequence","194.90","",""
"11/01/2022 04:00:00 - 11/01/2022 05:00:00","BZN|PL","Without Sequence","203.78","",""
"11/01/2022 05:00:00 - 11/01/2022 06:00:00","BZN|PL","Without Sequence","237.13","",""
"11/01/2022 06:00:00 - 11/01/2022 07:00:00","BZN|PL","Without Sequence","293.52","",""
"11/01/2022 07:00:00 - 11/01/2022 08:00:00","BZN|PL","Without Sequence","300.02","",""
"11/01/2022 08:00:00 - 11/01/2022 09:00:00","BZN|PL","Without Sequence","297.16","",""
"11/01/2022 09:00:00 - 11/01/2022 10:00:00","BZN|PL","Without Sequence","275.67","",""
"11/01/2022 10:00:00 - 11/01/2022 11:00:00","BZN|PL","Without Sequence","264.40","",""
"11/01/2022 11:00:00 - 11/01/2022 12:00:00","BZN|PL","Without Sequence","252.59","",""
"11/01/2022 12:00:00 - 11/01/2022 13:00:00","BZN|PL","Without Sequence","248.38","",""
"11/01/2022 13:00:00 - 11/01/2022 14:00:00","BZN|PL","Without Sequence","255.01","",""
"11/01/2022 14:00:00 - 11/01/2022 15:00:00","BZN|PL","Without Sequence","277.90","",""
"11/01/2022 15:00:00 - 11/01/2022 16:00:00","BZN|PL","Without Sequence","289.94","",""
"11/01/2022 16:00:00 - 11/01/2022 17:00:00","BZN|PL","Without Sequence","316.40","",""
"11/01/2022 17:00:00 - 11/01/2022 18:00:00","BZN|PL","Without Sequence","315.90","",""
"11/01/2022 18:00:00 - 11/01/2022 19:00:00","BZN|PL","Without Sequence","309.20","",""
"11/01/2022 19:00:00 - 11/01/2022 20:00:00","BZN|PL","Without Sequence","285.33","",""
"11/01/2022 20:00:00 - 11/01/2022 21:00:00","BZN|PL","Without Sequence","198.45","",""
"11/01/2022 21:00:00 - 11/01/2022 22:00:00","BZN|PL","Without Sequence","236.61","",""
"11/01/2022 22:00:00 - 11/01/2022 23:00:00","BZN|PL","Without Sequence","204.57","",""
"11/01/2022 23:00:00 - 12/01/2022 00:00:00","BZN|PL","Without Sequence","194.79","",""
"12/01/2022 00:00:00 - 12/01/2022 01:00:00","BZN|PL","Without Sequence","183.98","",""
"12/01/2022 01:00:00 - 12/01/2022 02:00:00","BZN|PL","Without Sequence","183.06","",""
"12/01/2022 02:00:00 - 12/01/2022 03:00:00","BZN|PL","Without Sequence","177.35","",""
"12/01/2022 03:00:00 - 12/01/2022 04:00:00","BZN|PL","Without Sequence","178.33","",""
"12/01/2022 04:00:00 - 12/01/2022 05:00:00","BZN|PL","Without Sequence","193.50","",""
"12/01/2022 05:00:00 - 12/01/2022 06:00:00","BZN|PL","Without Sequence","235.71","",""
"12/01/2022 06:00:00 - 12/01/2022 07:00:00","BZN|PL","Without Sequence","234.70","",""
"12/01/2022 07:00:00 - 12/01/2022 08:00:00","BZN|PL","Without Sequence","300.10","",""
"12/01/2022 08:00:00 - 12/01/2022 09:00:00","BZN|PL","Without Sequence","292.74","",""
"12/01/2022 09:00:00 - 12/01/2022 10:00:00","BZN|PL","Without Sequence","275.50","",""
"12/01/2022 10:00:00 - 12/01/2022 11:00:00","BZN|PL","Without Sequence","258.65","",""
"12/01/2022 11:00:00 - 12/01/2022 12:00:00","BZN|PL","Without Sequence","245.11","",""
"12/01/2022 12:00:00 - 12/01/2022 13:00:00","BZN|PL","Without Sequence","232.08","",""
