"MTU (UTC)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (UTC)","Intraday Price (EUR/MWh)"
"03/04/2021 17:00:00 - 03/04/2021 18:00:00","BZN|SE4","Without Sequence","50.41","",""
"03/04/2021 18:00:00 - 03/04/2021 19:00:00","BZN|SE4","Without Sequence","57.53","",""
"03/04/2021 19:00:00 - 03/04/2021 20:00:00","BZN|SE4","Without Sequence","51.92","",""
"03/04/2021 20:00:00 - 03/04/2021 21:00:00","BZN|SE4","Without Sequence","50.24","",""
"03/04/2021 21:00:00 - 03/04/2021 22:00:00","BZN|SE4","Without Sequence","47.27","",""
"03/04/2021 22:00:00 - 03/04/2021 23:00:00","BZN|SE4","Without Sequence","46.32","",""
"03/04/2021 23:00:00 - 04/04/2021 00:00:00","BZN|SE4","Without Sequence","13.68","",""
"04/04/2021 00:00:00 - 04/04/2021 01:00:00","BZN|SE4","Without Sequence","12.47","",""
"04/04/2021 01:00:00 - 04/04/2021 02:00:00","BZN|SE4","Without Sequence","11.40","",""
"04/04/2021 02:00:00 - 04/04/2021 03:00:00","BZN|SE4","Without Sequence","11.45","",""
"04/04/2021 03:00:00 - 04/04/2021 04:00:00","BZN|SE4","Without Sequence","11.97","",""
"04/04/2021 04:00:00 - 04/04/2021 05:00:00","BZN|SE4","Without Sequence","11.18","",""
"04/04/2021 05:00:00 - 04/04/2021 06:00:00","BZN|SE4","Without Sequence","13.56","",""
"04/04/2021 06:00:00 - 04/04/2021 07:00:00","BZN|SE4","Without Sequence","15.71","",""
"04/04/2021 07:00:00 - 04/04/2021 08:00:00","BZN|SE4","Without Sequence","31.39","",""
"04/04/2021 08:00:00 - 04/04/2021 09:00:00","BZN|SE4","Without Sequence","17.11","",""
"04/04/2021 09:00:00 - 04/04/2021 10:00:00","BZN|SE4","Without Sequence","15.38","",""
"04/04/2021 10:00:00 - 04/04/2021 11:00:00","BZN|SE4","Without Sequence","13.36","",""
"04/04/2021 11:00:00 - 04/04/2021 12:00:00","BZN|SE4","Without Sequence","6.01","",""
"04/04/2021 12:00:00 - 04/04/2021 13:00:00","BZN|SE4","Without Sequence","2.02","",""
"04/04/2021 13:00:00 - 04/04/2021 14:00:00","BZN|SE4","Without Sequence","0.10","",""
"04/04/2021 14:00:00 - 04/04/2021 15:00:00","BZN|SE4","Without Sequence","1.18","",""
"04/04/2021 15:00:00 - 04/04/2021 16:00:00","BZN|SE4","Without Sequence","7.01","",""
"04/04/2021 16:00:00 - 04/04/2021 17:00:00","BZN|SE4","Without Sequence","11.95","",""
"04/04/2021 17:00:00 - 04/04/2021 18:00:00","BZN|SE4","Without Sequence","13.06","",""
"04/04/2021 18:00:00 - 04/04/2021 19:00:00","BZN|SE4","Without Sequence","11.66","",""
"04/04/2021 19:00:00 - 04/04/2021 20:00:00","BZN|SE4","Without Sequence","10.53","",""
"04/04/2021 20:00:00 - 04/04/2021 21:00:00","BZN|SE4","Without Sequence","5.44","",""
"04/04/2021 21:00:00 - 04/04/2021 22:00:00","BZN|SE4","Without Sequence","3.24","",""
"04/04/2021 22:00:00 - 04/04/2021 23:00:00","BZN|SE4","Without Sequence","0.05","",""
"04/04/2021 23:00:00 - 05/04/2021 00:00:00","BZN|SE4","Without Sequence","-0.47","",""
"05/04/2021 00:00:00 - 05/04/2021 01:00:00","BZN|SE4","Without Sequence","-1.41","",""
"05/04/2021 01:00:00 - 05/04/2021 02:00:00","BZN|SE4","Without Sequence","-0.47","",""
"05/04/2021 02:00:00 - 05/04/2021 03:00:00","BZN|SE4","Without Sequence","-0.46","",""
"05/04/2021 03:00:00 - 05/04/2021 04:00:00","BZN|SE4","Without Sequence","-0.08","",""
"05/04/2021 04:00:00 - 05/04/2021 05:00:00","BZN|SE4","Without Sequence","0.09","",""
"05/04/2021 05:00:00 - 05/04/2021 06:00:00","BZN|SE4","Without Sequence","2.91","",""
"05/04/2021 06:00:00 - 05/04/2021 07:00:00","BZN|SE4","Without Sequence","4.07","",""
"05/04/2021 07:00:00 - 05/04/2021 08:00:00","BZN|SE4","Without Sequence","9.14","",""
"05/04/2021 08:00:00 - 05/04/2021 09:00:00","BZN|SE4","Without Sequence","9.66","",""
"05/04/2021 09:00:00 - 05/04/2021 10:00:00","BZN|SE4","Without Sequence","10.06","",""
"05/04/2021 10:00:00 - 05/04/2021 11:00:00","BZN|SE4","Without Sequence","9.21","",""
"05/04/2021 11:00:00 - 05/04/2021 12:00:00","BZN|SE4","Without Sequence","8.75","",""
"05/04/2021 12:00:00 - 05/04/2021 13:00:00","BZN|SE4","Without Sequence","5.05","",""
"05/04/2021 13:00:00 - 05/04/2021 14:00:00","BZN|SE4","Without Sequence","4.10","",""
"05/04/2021 14:00:00 - 05/04/2021 15:00:00","BZN|SE4","Without Sequence","4.44","",""
"05/04/2021 15:00:00 - 05/04/2021 16:00:00","BZN|SE4","Without Sequence","5.65","",""
"05/04/2021 16:00:00 - 05/04/2021 17:00:00","BZN|SE4","Without Sequence","9.43","",""
"05/04/2021 17:00:00 - 05/04/2021 18:00:00","BZN|SE4","Without Sequence","18.66","",""
"05/04/2021 18:00:00 - 05/04/2021 19:00:00","BZN|SE4","Without Sequence","24.11","",""
"05/04/2021 19:00:00 - 05/04/2021 20:00:00","BZN|SE4","Without Sequence","19.48","",""
"05/04/2021 20:00:00 - 05/04/2021 21:00:00","BZN|SE4","Without Sequence","18.03","",""
"05/04/2021 21:00:00 - 05/04/2021 22:00:00","BZN|SE4","Without Sequence","10.47","",""
"05/04/2021 22:00:00 - 05/04/2021 23:00:00","BZN|SE4","Without Sequence","14.70","",""
"05/04/2021 23:00:00 - 06/04/2021 00:00:00","BZN|SE4","Without Sequence","13.90","",""
"06/04/2021 00:00:00 - 06/04/2021 01:00:00","BZN|SE4","Without Sequence","12.37","",""
"06/04/2021 01:00:00 - 06/04/2021 02:00:00","BZN|SE4","Without Sequence","14.19","",""
"06/04/2021 02:00:00 - 06/04/2021 03:00:00","BZN|SE4","Without Sequence","15.64","",""
"06/04/2021 03:00:00 - 06/04/2021 04:00:00","BZN|SE4","Without Sequence","19.68","",""
"06/04/2021 04:00:00 - 06/04/2021 05:00:00","BZN|SE4","Without Sequence","41.22","",""
"06/04/2021 05:00:00 - 06/04/2021 06:00:00","BZN|SE4","Without Sequence","44.01","",""
"06/04/2021 06:00:00 - 06/04/2021 07:00:00","BZN|SE4","Without Sequence","53.92","",""
"06/04/2021 07:00:00 - 06/04/2021 08:00:00","BZN|SE4","Without Sequence","39.85","",""
"06/04/2021 08:00:00 - 06/04/2021 09:00:00","BZN|SE4","Without Sequence","33.94","",""
"06/04/2021 09:00:00 - 06/04/2021 10:00:00","BZN|SE4","Without Sequence","28.67","",""
"06/04/2021 10:00:00 - 06/04/2021 11:00:00","BZN|SE4","Without Sequence","20.88","",""
"06/04/2021 11:00:00 - 06/04/2021 12:00:00","BZN|SE4","Without Sequence","18.10","",""
"06/04/2021 12:00:00 - 06/04/2021 13:00:00","BZN|SE4","Without Sequence","17.71","",""
"06/04/2021 13:00:00 - 06/04/2021 14:00:00","BZN|SE4","Without Sequence","17.61","",""
"06/04/2021 14:00:00 - 06/04/2021 15:00:00","BZN|SE4","Without Sequence","20.26","",""
"06/04/2021 15:00:00 - 06/04/2021 16:00:00","BZN|SE4","Without Sequence","38.73","",""
"06/04/2021 16:00:00 - 06/04/2021 17:00:00","BZN|SE4","Without Sequence","41.89","",""
"06/04/2021 17:00:00 - 06/04/2021 18:00:00","BZN|SE4","Without Sequence","43.10","",""
"06/04/2021 18:00:00 - 06/04/2021 19:00:00","BZN|SE4","Without Sequence","41.52","",""
"06/04/2021 19:00:00 - 06/04/2021 20:00:00","BZN|SE4","Without Sequence","41.25","",""
"06/04/2021 20:00:00 - 06/04/2021 21:00:00","BZN|SE4","Without Sequence","40.34","",""
"06/04/2021 21:00:00 - 06/04/2021 22:00:00","BZN|SE4","Without Sequence","39.94","",""
"06/04/2021 22:00:00 - 06/04/2021 23:00:00","BZN|SE4","Without Sequence","17.49","",""
"06/04/2021 23:00:00 - 07/04/2021 00:00:00","BZN|SE4","Without Sequence","16.93","",""
"07/04/2021 00:00:00 - 07/04/2021 01:00:00","BZN|SE4","Without Sequence","16.85","",""
"07/04/2021 01:00:00 - 07/04/2021 02:00:00","BZN|SE4","Without Sequence","16.98","",""
"07/04/2021 02:00:00 - 07/04/2021 03:00:00","BZN|SE4","Without Sequence","17.31","",""
"07/04/2021 03:00:00 - 07/04/2021 04:00:00","BZN|SE4","Without Sequence","33.50","",""
"07/04/2021 04:00:00 - 07/04/2021 05:00:00","BZN|SE4","Without Sequence","57.34","",""
"07/04/2021 05:00:00 - 07/04/2021 06:00:00","BZN|SE4","Without Sequence","77.88","",""
"07/04/2021 06:00:00 - 07/04/2021 07:00:00","BZN|SE4","Without Sequence","82.47","",""
"07/04/2021 07:00:00 - 07/04/2021 08:00:00","BZN|SE4","Without Sequence","65.12","",""
"07/04/2021 08:00:00 - 07/04/2021 09:00:00","BZN|SE4","Without Sequence","54.60","",""
"07/04/2021 09:00:00 - 07/04/2021 10:00:00","BZN|SE4","Without Sequence","51.07","",""
"07/04/2021 10:00:00 - 07/04/2021 11:00:00","BZN|SE4","Without Sequence","41.30","",""
"07/04/2021 11:00:00 - 07/04/2021 12:00:00","BZN|SE4","Without Sequence","40.68","",""
"07/04/2021 12:00:00 - 07/04/2021 13:00:00","BZN|SE4","Without Sequence","39.97","",""
"07/04/2021 13:00:00 - 07/04/2021 14:00:00","BZN|SE4","Without Sequence","39.83","",""
"07/04/2021 14:00:00 - 07/04/2021 15:00:00","BZN|SE4","Without Sequence","39.93","",""
"07/04/2021 15:00:00 - 07/04/2021 16:00:00","BZN|SE4","Without Sequence","40.25","",""
"07/04/2021 16:00:00 - 07/04/2021 17:00:00","BZN|SE4","Without Sequence","46.40","",""
"07/04/2021 17:00:00 - 07/04/2021 18:00:00","BZN|SE4","Without Sequence","55.50","",""
"07/04/2021 18:00:00 - 07/04/2021 19:00:00","BZN|SE4","Without Sequence","48.11","",""
"07/04/2021 19:00:00 - 07/04/2021 20:00:00","BZN|SE4","Without Sequence","45.09","",""
"07/04/2021 20:00:00 - 07/04/2021 21:00:00","BZN|SE4","Without Sequence","40.93","",""
"07/04/2021 21:00:00 - 07/04/2021 22:00:00","BZN|SE4","Without Sequence","37.82","",""
"07/04/2021 22:00:00 - 07/04/2021 23:00:00","BZN|SE4","Without Sequence","38.60","",""
"07/04/2021 23:00:00 - 08/04/2021 00:00:00","BZN|SE4","Without Sequence","37.08","",""
"08/04/2021 00:00:00 - 08/04/2021 01:00:00","BZN|SE4","Without Sequence","36.85","",""
"08/04/2021 01:00:00 - 08/04/2021 02:00:00","BZN|SE4","Without Sequence","38.97","",""
"08/04/2021 02:00:00 - 08/04/2021 03:00:00","BZN|SE4","Without Sequence","38.94","",""
"08/04/2021 03:00:00 - 08/04/2021 04:00:00","BZN|SE4","Without Sequence","40.31","",""
"08/04/2021 04:00:00 - 08/04/2021 05:00:00","BZN|SE4","Without Sequence","59.49","",""
"08/04/2021 05:00:00 - 08/04/2021 06:00:00","BZN|SE4","Without Sequence","79.86","",""
"08/04/2021 06:00:00 - 08/04/2021 07:00:00","BZN|SE4","Without Sequence","99.26","",""
"08/04/2021 07:00:00 - 08/04/2021 08:00:00","BZN|SE4","Without Sequence","66.49","",""
"08/04/2021 08:00:00 - 08/04/2021 09:00:00","BZN|SE4","Without Sequence","59.71","",""
"08/04/2021 09:00:00 - 08/04/2021 10:00:00","BZN|SE4","Without Sequence","58.53","",""
"08/04/2021 10:00:00 - 08/04/2021 11:00:00","BZN|SE4","Without Sequence","54.24","",""
"08/04/2021 11:00:00 - 08/04/2021 12:00:00","BZN|SE4","Without Sequence","41.17","",""
"08/04/2021 12:00:00 - 08/04/2021 13:00:00","BZN|SE4","Without Sequence","39.99","",""
"08/04/2021 13:00:00 - 08/04/2021 14:00:00","BZN|SE4","Without Sequence","38.87","",""
"08/04/2021 14:00:00 - 08/04/2021 15:00:00","BZN|SE4","Without Sequence","38.09","",""
"08/04/2021 15:00:00 - 08/04/2021 16:00:00","BZN|SE4","Without Sequence","39.97","",""
"08/04/2021 16:00:00 - 08/04/2021 17:00:00","BZN|SE4","Without Sequence","40.08","",""
"08/04/2021 17:00:00 - 08/04/2021 18:00:00","BZN|SE4","Without Sequence","40.36","",""
"08/04/2021 18:00:00 - 08/04/2021 19:00:00","BZN|SE4","Without Sequence","39.38","",""
"08/04/2021 19:00:00 - 08/04/2021 20:00:00","BZN|SE4","Without Sequence","37.02","",""
"08/04/2021 20:00:00 - 08/04/2021 21:00:00","BZN|SE4","Without Sequence","20.47","",""
"08/04/2021 21:00:00 - 08/04/2021 22:00:00","BZN|SE4","Without Sequence","18.27","",""
"08/04/2021 22:00:00 - 08/04/2021 23:00:00","BZN|SE4","Without Sequence","17.71","",""
"08/04/2021 23:00:00 - 09/04/2021 00:00:00","BZN|SE4","Without Sequence","15.29","",""
"09/04/2021 00:00:00 - 09/04/2021 01:00:00","BZN|SE4","Without Sequence","14.46","",""
"09/04/2021 01:00:00 - 09/04/2021 02:00:00","BZN|SE4","Without Sequence","14.32","",""
"09/04/2021 02:00:00 - 09/04/2021 03:00:00","BZN|SE4","Without Sequence","14.68","",""
"09/04/2021 03:00:00 - 09/04/2021 04:00:00","BZN|SE4","Without Sequence","17.01","",""
"09/04/2021 04:00:00 - 09/04/2021 05:00:00","BZN|SE4","Without Sequence","19.42","",""
"09/04/2021 05:00:00 - 09/04/2021 06:00:00","BZN|SE4","Without Sequence","24.95","",""
"09/04/2021 06:00:00 - 09/04/2021 07:00:00","BZN|SE4","Without Sequence","36.71","",""
"09/04/2021 07:00:00 - 09/04/2021 08:00:00","BZN|SE4","Without Sequence","30.18","",""
"09/04/2021 08:00:00 - 09/04/2021 09:00:00","BZN|SE4","Without Sequence","22.56","",""
"09/04/2021 09:00:00 - 09/04/2021 10:00:00","BZN|SE4","Without Sequence","20.23","",""
"09/04/2021 10:00:00 - 09/04/2021 11:00:00","BZN|SE4","Without Sequence","19.34","",""
"09/04/2021 11:00:00 - 09/04/2021 12:00:00","BZN|SE4","Without Sequence","18.54","",""
"09/04/2021 12:00:00 - 09/04/2021 13:00:00","BZN|SE4","Without Sequence","16.46","",""
"09/04/2021 13:00:00 - 09/04/2021 14:00:00","BZN|SE4","Without Sequence","15.64","",""
"09/04/2021 14:00:00 - 09/04/2021 15:00:00","BZN|SE4","Without Sequence","16.51","",""
"09/04/2021 15:00:00 - 09/04/2021 16:00:00","BZN|SE4","Without Sequence","18.44","",""
"09/04/2021 16:00:00 - 09/04/2021 17:00:00","BZN|SE4","Without Sequence","20.03","",""
"09/04/2021 17:00:00 - 09/04/2021 18:00:00","BZN|SE4","Without Sequence","26.75","",""
"09/04/2021 18:00:00 - 09/04/2021 19:00:00","BZN|SE4","Without Sequence","20.68","",""
"09/04/2021 19:00:00 - 09/04/2021 20:00:00","BZN|SE4","Without Sequence","20.36","",""
"09/04/2021 20:00:00 - 09/04/2021 21:00:00","BZN|SE4","Without Sequence","18.41","",""
"09/04/2021 21:00:00 - 09/04/2021 22:00:00","BZN|SE4","Without Sequence","16.71","",""
"09/04/2021 22:00:00 - 09/04/2021 23:00:00","BZN|SE4","Without Sequence","18.48","",""
"09/04/2021 23:00:00 - 10/04/2021 00:00:00","BZN|SE4","Without Sequence","18.26","",""
"10/04/2021 00:00:00 - 10/04/2021 01:00:00","BZN|SE4","Without Sequence","17.93","",""
"10/04/2021 01:00:00 - 10/04/2021 02:00:00","BZN|SE4","Without Sequence","18.43","",""
"10/04/2021 02:00:00 - 10/04/2021 03:00:00","BZN|SE4","Without Sequence","19.15","",""
"10/04/2021 03:00:00 - 10/04/2021 04:00:00","BZN|SE4","Without Sequence","18.39","",""
"10/04/2021 04:00:00 - 10/04/2021 05:00:00","BZN|SE4","Without Sequence","18.79","",""
"10/04/2021 05:00:00 - 10/04/2021 06:00:00","BZN|SE4","Without Sequence","19.32","",""
"10/04/2021 06:00:00 - 10/04/2021 07:00:00","BZN|SE4","Without Sequence","60.78","",""
"10/04/2021 07:00:00 - 10/04/2021 08:00:00","BZN|SE4","Without Sequence","61.94","",""
"10/04/2021 08:00:00 - 10/04/2021 09:00:00","BZN|SE4","Without Sequence","59.44","",""
"10/04/2021 09:00:00 - 10/04/2021 10:00:00","BZN|SE4","Without Sequence","59.46","",""
"10/04/2021 10:00:00 - 10/04/2021 11:00:00","BZN|SE4","Without Sequence","57.52","",""
"10/04/2021 11:00:00 - 10/04/2021 12:00:00","BZN|SE4","Without Sequence","51.24","",""
"10/04/2021 12:00:00 - 10/04/2021 13:00:00","BZN|SE4","Without Sequence","48.88","",""
"10/04/2021 13:00:00 - 10/04/2021 14:00:00","BZN|SE4","Without Sequence","18.88","",""
"10/04/2021 14:00:00 - 10/04/2021 15:00:00","BZN|SE4","Without Sequence","45.03","",""
"10/04/2021 15:00:00 - 10/04/2021 16:00:00","BZN|SE4","Without Sequence","56.13","",""
"10/04/2021 16:00:00 - 10/04/2021 17:00:00","BZN|SE4","Without Sequence","60.88","",""
"10/04/2021 17:00:00 - 10/04/2021 18:00:00","BZN|SE4","Without Sequence","65.11","",""
"10/04/2021 18:00:00 - 10/04/2021 19:00:00","BZN|SE4","Without Sequence","63.48","",""
"10/04/2021 19:00:00 - 10/04/2021 20:00:00","BZN|SE4","Without Sequence","60.08","",""
"10/04/2021 20:00:00 - 10/04/2021 21:00:00","BZN|SE4","Without Sequence","53.31","",""
"10/04/2021 21:00:00 - 10/04/2021 22:00:00","BZN|SE4","Without Sequence","48.42","",""
"10/04/2021 22:00:00 - 10/04/2021 23:00:00","BZN|SE4","Without Sequence","50.44","",""
"10/04/2021 23:00:00 - 11/04/2021 00:00:00","BZN|SE4","Without Sequence","45.22","",""
"11/04/2021 00:00:00 - 11/04/2021 01:00:00","BZN|SE4","Without Sequence","41.40","",""
"11/04/2021 01:00:00 - 11/04/2021 02:00:00","BZN|SE4","Without Sequence","43.96","",""
"11/04/2021 02:00:00 - 11/04/2021 03:00:00","BZN|SE4","Without Sequence","22.06","",""
"11/04/2021 03:00:00 - 11/04/2021 04:00:00","BZN|SE4","Without Sequence","40.97","",""
"11/04/2021 04:00:00 - 11/04/2021 05:00:00","BZN|SE4","Without Sequence","41.81","",""
"11/04/2021 05:00:00 - 11/04/2021 06:00:00","BZN|SE4","Without Sequence","40.87","",""
"11/04/2021 06:00:00 - 11/04/2021 07:00:00","BZN|SE4","Without Sequence","44.54","",""
"11/04/2021 07:00:00 - 11/04/2021 08:00:00","BZN|SE4","Without Sequence","45.26","",""
"11/04/2021 08:00:00 - 11/04/2021 09:00:00","BZN|SE4","Without Sequence","44.82","",""
"11/04/2021 09:00:00 - 11/04/2021 10:00:00","BZN|SE4","Without Sequence","46.62","",""
"11/04/2021 10:00:00 - 11/04/2021 11:00:00","BZN|SE4","Without Sequence","44.56","",""
"11/04/2021 11:00:00 - 11/04/2021 12:00:00","BZN|SE4","Without Sequence","22.07","",""
"11/04/2021 12:00:00 - 11/04/2021 13:00:00","BZN|SE4","Without Sequence","21.78","",""
"11/04/2021 13:00:00 - 11/04/2021 14:00:00","BZN|SE4","Without Sequence","22.59","",""
"11/04/2021 14:00:00 - 11/04/2021 15:00:00","BZN|SE4","Without Sequence","23.07","",""
"11/04/2021 15:00:00 - 11/04/2021 16:00:00","BZN|SE4","Without Sequence","24.90","",""
"11/04/2021 16:00:00 - 11/04/2021 17:00:00","BZN|SE4","Without Sequence","47.04","",""
"11/04/2021 17:00:00 - 11/04/2021 18:00:00","BZN|SE4","Without Sequence","60.55","",""
"11/04/2021 18:00:00 - 11/04/2021 19:00:00","BZN|SE4","Without Sequence","65.62","",""
"11/04/2021 19:00:00 - 11/04/2021 20:00:00","BZN|SE4","Without Sequence","60.86","",""
"11/04/2021 20:00:00 - 11/04/2021 21:00:00","BZN|SE4","Without Sequence","31.10","",""
"11/04/2021 21:00:00 - 11/04/2021 22:00:00","BZN|SE4","Without Sequence","22.60","",""
"11/04/2021 22:00:00 - 11/04/2021 23:00:00","BZN|SE4","Without Sequence","20.82","",""
"11/04/2021 23:00:00 - 12/04/2021 00:00:00","BZN|SE4","Without Sequence","20.69","",""
"12/04/2021 00:00:00 - 12/04/2021 01:00:00","BZN|SE4","Without Sequence","20.54","",""
"12/04/2021 01:00:00 - 12/04/2021 02:00:00","BZN|SE4","Without Sequence","20.61","",""
"12/04/2021 02:00:00 - 12/04/2021 03:00:00","BZN|SE4","Without Sequence","20.76","",""
"12/04/2021 03:00:00 - 12/04/2021 04:00:00","BZN|SE4","Without Sequence","23.22","",""
"12/04/2021 04:00:00 - 12/04/2021 05:00:00","BZN|SE4","Without Sequence","41.62","",""
"12/04/2021 05:00:00 - 12/04/2021 06:00:00","BZN|SE4","Without Sequence","54.16","",""
"12/04/2021 06:00:00 - 12/04/2021 07:00:00","BZN|SE4","Without Sequence","68.28","",""
"12/04/2021 07:00:00 - 12/04/2021 08:00:00","BZN|SE4","Without Sequence","72.66","",""
"12/04/2021 08:00:00 - 12/04/2021 09:00:00","BZN|SE4","Without Sequence","64.21","",""
"12/04/2021 09:00:00 - 12/04/2021 10:00:00","BZN|SE4","Without Sequence","65.04","",""
"12/04/2021 10:00:00 - 12/04/2021 11:00:00","BZN|SE4","Without Sequence","49.27","",""
"12/04/2021 11:00:00 - 12/04/2021 12:00:00","BZN|SE4","Without Sequence","44.36","",""
"12/04/2021 12:00:00 - 12/04/2021 13:00:00","BZN|SE4","Without Sequence","39.09","",""
"12/04/2021 13:00:00 - 12/04/2021 14:00:00","BZN|SE4","Without Sequence","38.94","",""
"12/04/2021 14:00:00 - 12/04/2021 15:00:00","BZN|SE4","Without Sequence","40.71","",""
"12/04/2021 15:00:00 - 12/04/2021 16:00:00","BZN|SE4","Without Sequence","44.70","",""
"12/04/2021 16:00:00 - 12/04/2021 17:00:00","BZN|SE4","Without Sequence","46.07","",""
"12/04/2021 17:00:00 - 12/04/2021 18:00:00","BZN|SE4","Without Sequence","50.04","",""
"12/04/2021 18:00:00 - 12/04/2021 19:00:00","BZN|SE4","Without Sequence","46.95","",""
"12/04/2021 19:00:00 - 12/04/2021 20:00:00","BZN|SE4","Without Sequence","55.12","",""
"12/04/2021 20:00:00 - 12/04/2021 21:00:00","BZN|SE4","Without Sequence","39.51","",""
"12/04/2021 21:00:00 - 12/04/2021 22:00:00","BZN|SE4","Without Sequence","22.09","",""
"12/04/2021 22:00:00 - 12/04/2021 23:00:00","BZN|SE4","Without Sequence","21.80","",""
"12/04/2021 23:00:00 - 13/04/2021 00:00:00","BZN|SE4","Without Sequence","21.70","",""
"13/04/2021 00:00:00 - 13/04/2021 01:00:00","BZN|SE4","Without Sequence","21.66","",""
"13/04/2021 01:00:00 - 13/04/2021 02:00:00","BZN|SE4","Without Sequence","21.92","",""
"13/04/2021 02:00:00 - 13/04/2021 03:00:00","BZN|SE4","Without Sequence","22.28","",""
"13/04/2021 03:00:00 - 13/04/2021 04:00:00","BZN|SE4","Without Sequence","35.48","",""
"13/04/2021 04:00:00 - 13/04/2021 05:00:00","BZN|SE4","Without Sequence","64.40","",""
"13/04/2021 05:00:00 - 13/04/2021 06:00:00","BZN|SE4","Without Sequence","72.97","",""
"13/04/2021 06:00:00 - 13/04/2021 07:00:00","BZN|SE4","Without Sequence","75.12","",""
"13/04/2021 07:00:00 - 13/04/2021 08:00:00","BZN|SE4","Without Sequence","51.47","",""
"13/04/2021 08:00:00 - 13/04/2021 09:00:00","BZN|SE4","Without Sequence","45.77","",""
"13/04/2021 09:00:00 - 13/04/2021 10:00:00","BZN|SE4","Without Sequence","45.40","",""
"13/04/2021 10:00:00 - 13/04/2021 11:00:00","BZN|SE4","Without Sequence","42.90","",""
"13/04/2021 11:00:00 - 13/04/2021 12:00:00","BZN|SE4","Without Sequence","42.71","",""
"13/04/2021 12:00:00 - 13/04/2021 13:00:00","BZN|SE4","Without Sequence","41.26","",""
"13/04/2021 13:00:00 - 13/04/2021 14:00:00","BZN|SE4","Without Sequence","41.71","",""
"13/04/2021 14:00:00 - 13/04/2021 15:00:00","BZN|SE4","Without Sequence","41.78","",""
"13/04/2021 15:00:00 - 13/04/2021 16:00:00","BZN|SE4","Without Sequence","50.61","",""
"13/04/2021 16:00:00 - 13/04/2021 17:00:00","BZN|SE4","Without Sequence","61.74","",""
"13/04/2021 17:00:00 - 13/04/2021 18:00:00","BZN|SE4","Without Sequence","71.61","",""
"13/04/2021 18:00:00 - 13/04/2021 19:00:00","BZN|SE4","Without Sequence","68.22","",""
"13/04/2021 19:00:00 - 13/04/2021 20:00:00","BZN|SE4","Without Sequence","71.45","",""
"13/04/2021 20:00:00 - 13/04/2021 21:00:00","BZN|SE4","Without Sequence","62.36","",""
"13/04/2021 21:00:00 - 13/04/2021 22:00:00","BZN|SE4","Without Sequence","40.05","",""
"13/04/2021 22:00:00 - 13/04/2021 23:00:00","BZN|SE4","Without Sequence","24.46","",""
"13/04/2021 23:00:00 - 14/04/2021 00:00:00","BZN|SE4","Without Sequence","44.19","",""
"14/04/2021 00:00:00 - 14/04/2021 01:00:00","BZN|SE4","Without Sequence","44.34","",""
"14/04/2021 01:00:00 - 14/04/2021 02:00:00","BZN|SE4","Without Sequence","45.15","",""
"14/04/2021 02:00:00 - 14/04/2021 03:00:00","BZN|SE4","Without Sequence","51.49","",""
"14/04/2021 03:00:00 - 14/04/2021 04:00:00","BZN|SE4","Without Sequence","49.22","",""
"14/04/2021 04:00:00 - 14/04/2021 05:00:00","BZN|SE4","Without Sequence","76.32","",""
"14/04/2021 05:00:00 - 14/04/2021 06:00:00","BZN|SE4","Without Sequence","118.52","",""
"14/04/2021 06:00:00 - 14/04/2021 07:00:00","BZN|SE4","Without Sequence","125.00","",""
"14/04/2021 07:00:00 - 14/04/2021 08:00:00","BZN|SE4","Without Sequence","75.54","",""
"14/04/2021 08:00:00 - 14/04/2021 09:00:00","BZN|SE4","Without Sequence","62.62","",""
"14/04/2021 09:00:00 - 14/04/2021 10:00:00","BZN|SE4","Without Sequence","62.08","",""
"14/04/2021 10:00:00 - 14/04/2021 11:00:00","BZN|SE4","Without Sequence","58.29","",""
"14/04/2021 11:00:00 - 14/04/2021 12:00:00","BZN|SE4","Without Sequence","54.90","",""
"14/04/2021 12:00:00 - 14/04/2021 13:00:00","BZN|SE4","Without Sequence","50.62","",""
"14/04/2021 13:00:00 - 14/04/2021 14:00:00","BZN|SE4","Without Sequence","51.52","",""
"14/04/2021 14:00:00 - 14/04/2021 15:00:00","BZN|SE4","Without Sequence","50.78","",""
"14/04/2021 15:00:00 - 14/04/2021 16:00:00","BZN|SE4","Without Sequence","60.55","",""
"14/04/2021 16:00:00 - 14/04/2021 17:00:00","BZN|SE4","Without Sequence","68.52","",""
"14/04/2021 17:00:00 - 14/04/2021 18:00:00","BZN|SE4","Without Sequence","71.34","",""
"14/04/2021 18:00:00 - 14/04/2021 19:00:00","BZN|SE4","Without Sequence","73.82","",""
"14/04/2021 19:00:00 - 14/04/2021 20:00:00","BZN|SE4","Without Sequence","67.81","",""
"14/04/2021 20:00:00 - 14/04/2021 21:00:00","BZN|SE4","Without Sequence","49.93","",""
"14/04/2021 21:00:00 - 14/04/2021 22:00:00","BZN|SE4","Without Sequence","38.34","",""
"14/04/2021 22:00:00 - 14/04/2021 23:00:00","BZN|SE4","Without Sequence","60.47","",""
"14/04/2021 23:00:00 - 15/04/2021 00:00:00","BZN|SE4","Without Sequence","56.42","",""
"15/04/2021 00:00:00 - 15/04/2021 01:00:00","BZN|SE4","Without Sequence","25.34","",""
"15/04/2021 01:00:00 - 15/04/2021 02:00:00","BZN|SE4","Without Sequence","25.99","",""
