rows,mae,median_ae,rmse,r2,corr,smape,mape_pct,error_mean,error_std,error_min,error_max,abs_error_max,abs_error_p90,abs_error_p95,abs_error_p99,ape_p90,ape_p95,ape_p99,price_std,pred_std,overprediction_rate,underprediction_rate,dataset,model
1345,12.81028209854275,6.29446999999999,23.753470247173922,0.8648553349384298,0.9310357785443101,22.013785027770595,479982.3439592774,2.814235459583643,23.594943245923147,-266.8583,151.52704999999997,266.8583,30.153269999999996,43.621551999999994,96.1593116,64.32535133331601,127.9287986020837,23246.475169358415,64.63818023905473,59.61958153736782,0.6713754646840149,0.3286245353159851,15min_clean,XGBoost
1345,23.709522968820075,18.617174999999996,33.575512433076604,0.7299836436998788,0.9091476354113236,45.246567800435535,240262.18040036966,-19.03237604253011,27.670434691612094,-299.57416,119.928,299.57416,46.78613280000002,62.19864199999993,106.30844879999997,72.78481005129268,93.99599677862595,1750.5988820287812,64.63818023905473,52.36564238725808,0.1970260223048327,0.8029739776951673,15min_clean,MLP
1345,12.78294344780669,7.21951,22.49214345843923,0.8788268318769379,0.9387595086002736,23.31094191881178,991129.0422661246,2.125827245576208,22.39978626058164,-243.94420000000002,116.45326000000001,243.94420000000002,30.77228460000005,42.64722659999999,81.635128,68.72173339629855,148.89395883241804,22688.955034604565,64.63818023905473,58.29583577924346,0.6505576208178439,0.34944237918215615,15min_extended,XGBoost
1345,24.73288081962825,20.267255999999996,33.51642573183014,0.730933165315113,0.8967556484533271,42.43034471047848,3054564.2984871157,-14.31670747732342,30.316101353787158,-287.52709000000004,91.46414000000001,287.52709000000004,49.42030800000001,63.274936,100.08644439999982,93.25412072936864,227.01093549818071,14797.710062333555,64.63818023905473,47.921113951384044,0.3353159851301115,0.6646840148698885,15min_extended,MLP
337,12.689623332106827,7.077140000000043,23.136749385320115,0.856870855189677,0.9259050940784986,22.61856505280357,958058.6078577444,-0.8817850561424335,23.154319147236237,-182.22787,128.29807,182.22787,25.55342000000002,41.95791359999998,103.61561639999937,49.62329492892405,115.92355846583088,635.0643417073023,61.24683005922628,55.797242009564464,0.5014836795252225,0.49851632047477745,hourly_clean,XGBoost
337,17.373314559347182,12.271460000000005,25.78964634038453,0.8221662589137879,0.9069154219863785,32.35624139407343,3374545.618712504,0.8770517225519289,25.813055437413386,-163.40119,120.91147000000001,163.40119,33.96919400000004,47.83546999999999,91.91607519999994,90.30714543510699,223.825170964401,1598.8533316018895,61.24683005922628,54.864635566618965,0.5252225519287834,0.47477744807121663,hourly_clean,MLP
337,10.924365681394658,5.885202,19.74268545715947,0.8957836534424097,0.9469748092576616,20.910501563068706,399661.2144263661,-1.1928714417507418,19.735918838483794,-164.93272000000002,67.17503,164.93272000000002,23.731172000000004,40.004721999999994,77.14872599999978,49.106734847560126,108.1251102228367,449.28520069304795,61.24683005922628,56.50250703633804,0.4599406528189911,0.5400593471810089,hourly_extended,XGBoost
337,15.986492573553411,11.459028999999997,23.875362456797983,0.8475865343174025,0.9221880993357732,33.465694048728075,98391.71664646888,-3.2495585254821964,23.688360030731182,-155.56300000000002,84.98133999999999,155.56300000000002,30.596734200000004,46.743098,83.93496327999996,89.73015261711184,200.06268827375237,615.1749088528111,61.24683005922628,56.76148616783839,0.3887240356083086,0.6112759643916914,hourly_extended,MLP
