datetime,price,actual_price,predicted_price,abs_error,error
2026-03-28 18:15:00,370.18,370.18,155.68323,214.4967724609375,-214.4967724609375
2026-03-26 11:00:00,15.41,15.41,141.19246,125.78245910644532,125.78245910644532
2026-03-28 18:30:00,139.0,139.0,261.40155,122.40155029296875,122.40155029296875
2026-03-23 07:15:00,166.93,166.93,55.455986,111.47401397705079,-111.47401397705079
2026-03-23 07:00:00,36.81,36.81,147.2188,110.40879577636719,110.40879577636719
2026-03-28 21:00:00,300.07,300.07,203.0662,97.00380737304687,-97.00380737304687
2026-03-23 06:45:00,174.28,174.28,77.80592,96.47407653808594,-96.47407653808594
2026-03-28 18:45:00,250.08,250.08,160.38275,89.69724853515626,-89.69724853515626
2026-03-26 10:45:00,37.07,37.07,120.59124,83.52123992919923,83.52123992919923
2026-03-17 19:45:00,160.77,160.77,239.24234,78.47234008789061,78.47234008789061
2026-03-18 05:45:00,24.26,24.26,94.47675,70.21675323486328,70.21675323486328
2026-03-24 07:15:00,51.17,51.17,121.15749,69.98749359130859,69.98749359130859
2026-03-28 20:00:00,300.01,300.01,230.02403,69.98596740722655,-69.98596740722655
2026-03-22 20:00:00,149.9,149.9,82.11459,67.78540649414063,-67.78540649414063
2026-03-23 08:00:00,213.97,213.97,147.23598,66.73402282714844,-66.73402282714844
2026-03-28 20:45:00,165.63,165.63,229.36395,63.733952636718755,63.733952636718755
2026-03-24 19:30:00,59.99,59.99,123.65051,63.6605126953125,63.6605126953125
2026-03-23 18:45:00,252.09,252.09,190.01413,62.07587036132813,-62.07587036132813
2026-03-18 00:45:00,27.03,27.03,88.5668,61.536802978515624,61.536802978515624
2026-03-24 08:15:00,19.99,19.99,80.28819,60.29819274902344,60.29819274902344
2026-03-24 17:45:00,131.03,131.03,71.08299,59.947007446289064,-59.947007446289064
2026-03-16 01:00:00,111.16,111.16,51.2648,59.89519897460937,-59.89519897460937
2026-03-27 10:00:00,50.06,50.06,109.570885,59.51088470458984,59.51088470458984
2026-03-29 08:00:00,179.5,179.5,121.62341,57.8765869140625,-57.8765869140625
2026-03-28 23:30:00,188.94,188.94,131.6658,57.27419799804687,-57.27419799804687
2026-03-23 09:45:00,88.11,88.11,32.750153,55.359847412109374,-55.359847412109374
2026-03-28 17:45:00,188.97,188.97,133.81004,55.15995666503906,-55.15995666503906
2026-03-29 00:30:00,188.94,188.94,134.33623,54.60377258300781,-54.60377258300781
2026-03-23 22:30:00,95.14,95.14,149.70894,54.56893859863281,54.56893859863281
2026-03-22 20:15:00,72.69,72.69,127.179924,54.48992401123047,54.48992401123047
