datetime,price,actual_price,predicted_price,abs_error,error
2026-03-23 07:00:00,139.745,139.745,52.22754930542575,87.51745069457425,-87.51745069457425
2026-03-23 08:00:00,141.9175,141.9175,65.91458859745295,76.00291140254704,-76.00291140254704
2026-03-27 08:00:00,176.405,176.405,104.6744981400677,71.7305018599323,-71.7305018599323
2026-03-19 08:00:00,157.3975,157.3975,87.10084940581322,70.29665059418679,-70.29665059418679
2026-03-29 08:00:00,129.0475,129.0475,63.37591680896874,65.67158319103127,-65.67158319103127
2026-03-23 06:00:00,89.47,89.47,25.85033098296705,63.61966901703295,-63.61966901703295
2026-03-19 07:00:00,151.6925,151.6925,89.79370309295012,61.89879690704987,-61.89879690704987
2026-03-19 06:00:00,114.3875,114.3875,52.673500189328315,61.71399981067169,-61.71399981067169
2026-03-20 16:00:00,110.985,110.985,56.71626548086385,54.26873451913615,-54.26873451913615
2026-03-28 18:00:00,218.315,218.315,165.5572745918266,52.7577254081734,-52.7577254081734
2026-03-23 18:00:00,176.8125,176.8125,125.52675462411293,51.285745375887075,-51.285745375887075
2026-03-17 02:00:00,95.7425,95.7425,45.952379860469904,49.7901201395301,-49.7901201395301
2026-03-20 15:00:00,79.4325,79.4325,32.72100081331436,46.71149918668564,-46.71149918668564
2026-03-29 23:00:00,120.505,120.505,73.98418742630128,46.52081257369872,-46.52081257369872
2026-03-17 08:00:00,180.0975,180.0975,133.70035867590835,46.39714132409165,-46.39714132409165
2026-03-17 09:00:00,158.325,158.325,114.43475839236609,43.8902416076339,-43.8902416076339
2026-03-27 04:00:00,105.3125,105.3125,61.65406271225669,43.65843728774331,-43.65843728774331
2026-03-19 09:00:00,132.1125,132.1125,88.88840230871892,43.22409769128109,-43.22409769128109
2026-03-29 10:00:00,100.0025,100.0025,58.39075160711382,41.61174839288618,-41.61174839288618
2026-03-23 19:00:00,245.9425,245.9425,206.0292603504496,39.913239649550405,-39.913239649550405
2026-03-30 00:00:00,125.7275,125.7275,87.51029651866106,38.21720348133894,-38.21720348133894
2026-03-23 17:00:00,102.2825,102.2825,64.16458870430706,38.117911295692934,-38.117911295692934
2026-03-24 01:00:00,87.9975,87.9975,50.55655086220638,37.44094913779362,-37.44094913779362
2026-03-23 10:00:00,58.775,58.775,21.405174706773508,37.36982529322649,-37.36982529322649
2026-03-20 08:00:00,205.9075,205.9075,169.4834664848115,36.42403351518851,-36.42403351518851
2026-03-29 07:00:00,108.655,108.655,72.93044683279062,35.72455316720938,-35.72455316720938
2026-03-17 10:00:00,125.85,125.85,90.48348182709097,35.366518172909025,-35.366518172909025
2026-03-18 17:00:00,106.2825,106.2825,71.2095449349294,35.0729550650706,-35.0729550650706
2026-03-28 16:00:00,48.89,48.89,14.227729222939331,34.66227077706067,-34.66227077706067
2026-03-24 02:00:00,87.05250000000001,87.05250000000001,52.53666194614168,34.51583805385833,-34.51583805385833
