feature,importance
lag_1,58.15091726984023
spread_lv_change,4.744581138475087
spread_lv,4.2045949880806575
lv_price_rolling_mean_24h,3.6146781516750215
lag_24,3.078531740950684
lv_price_diff_24h,2.942822188535068
lag_2,2.752045602898337
lv_price_lag_24h,2.468764565163177
rolling_mean_24h,2.3417483489675575
lag_3,1.5314690370285717
price_diff_1,1.4039659427011597
spread_ee,1.3230883550465096
spread_lv_zscore,1.128925696460217
price_jump_1,1.0591254481574217
ee_price_lag_24h,0.7761687699695314
lag_168,0.7497908818603898
price_vs_mean7d,0.65453098050573
ee_price_diff_24h,0.5133754776673747
pl_price_rolling_mean_24h,0.5059335891086482
month_cos,0.42108405643077373
se4_price_diff_24h,0.4182469932873875
pl_price_lag_7d,0.33821916088816956
rolling_mean_7d,0.2925726771337012
dayofyear_cos,0.28101063143670335
is_peak_hour,0.23342615206186462
pl_price_lag_24h,0.22567618861464178
price_return_1,0.2114807033099249
se4_price_lag_24h,0.20375713275318633
lv_price_lag_48h,0.19670876375140264
lag_72,0.1710851610019586
rolling_max_24h,0.1703069718646062
abs_price_jump_1,0.17016904940434963
pl_price_lag_48h,0.16681078424939633
trend_short,0.16509080293284
se4_price_rolling_mean_24h,0.16080867695790302
spread_se4,0.12533756920981176
pl_price_diff_24h,0.12196348499838837
net_load_mw_lag_1,0.10758222187282679
hour_cos,0.10544701310551408
hour,0.10261328555426831
se4_price_rolling_std_24h,0.09689279268205432
rolling_min_24h,0.08856404940164157
shortwave_radiation_lag_48h,0.07978668084385705
shortwave_radiation_lag_1,0.07509615397833681
lag1_vs_lag24,0.07410875853654587
se4_price_lag_7d,0.07399808320688
ee_price_rolling_mean_24h,0.06953078159470413
consumption_mw_lag_7d,0.06927200451373759
lag_48,0.06822724462283994
spread_pl,0.059614159371011784
net_load_mw_lag_48h,0.05445351792566964
flow_lt_se_rolling_std_24h,0.05296168068335482
consumption_mw_rolling_mean_24h,0.05146989414168374
hour_sin,0.04878180146877439
wind_speed_10m_rolling_mean_24h,0.039907168352976224
range_position_24h,0.03984650367987821
consumption_mw_lag_24h,0.038308491889606014
price_diff_24h,0.0358964975519605
temperature_2m_rolling_mean_24h,0.03494238607031139
ee_price_lag_48h,0.03288995446316283
trend_medium,0.03063773045078846
flow_lt_se_rolling_mean_24h,0.03034665079514455
production_total_mw_lag_1,0.027752626821089508
price_return_24h,0.02586396639322582
price_vs_mean24h,0.025602825741445307
weekday,0.0232497319535238
production_diff_24h,0.021304799164267404
flow_lt_lv_lag_1,0.01940636416653374
lv_price_rolling_std_24h,0.01802744546229162
flow_lt_pl_rolling_mean_24h,0.015444301417290186
trend_24h,0.015248364200513245
weekday_cos,0.014029388383408989
flow_total_rolling_std_24h,0.012918195817609977
temperature_2m_lag_1,0.012694971495500312
shortwave_radiation_rolling_std_24h,0.012521781571051114
rolling_std_24h,0.010935558409224581
flow_lt_se_lag_1,0.010813160807465437
consumption_mw_lag_48h,0.008446384803987685
ee_price_lag_7d,0.008418693388261294
cloud_cover_lag_1,0.008142419811944137
temperature_2m_lag_24h,0.00782993506195956
solar_proxy_lag_48h,0.007806712579410319
consumption_diff_24h,0.007492815670975887
trend_7d,0.007443887289127199
consumption_mw_lag_1,0.006965482746528594
price_zscore_24h,0.006856932543761655
weekday_sin,0.006756854848655521
ee_price_rolling_std_24h,0.006471217901303156
temperature_2m_lag_48h,0.005810898276332069
lv_price_lag_7d,0.005576715042774964
dayofyear,0.00556500523593328
volatility_24h,0.005417172328483872
se4_price_lag_48h,0.004625897858035412
volatility_7d,0.004491015344431736
weekofyear,0.00447182097355973
wind_solar_interaction,0.004445518013582601
flow_total_lag_1,0.004352449468103156
production_total_mw_lag_24h,0.003845992586622845
flow_total_rolling_mean_24h,0.003370012107078118
shortwave_radiation_rolling_mean_24h,0.0029971300401501343
net_load_mw_lag_7d,0.002828485625590862
flow_lt_se_lag_7d,0.002236733560562437
shortwave_radiation_lag_24h,0.001975037472438123
cloud_cover_rolling_std_24h,0.0019002098836535778
production_total_mw_lag_48h,0.0018029073341069345
net_load_mw_rolling_std_24h,0.00164745194067042
production_total_mw_lag_7d,0.001527783493833696
flow_lt_se_lag_48h,0.0014921748232271136
solar_cloud_adjusted,0.0010660006212045547
rolling_std_7d,0.00012012938335228103
flow_lt_lv_lag_24h,0.0
flow_lt_lv_lag_7d,0.0
flow_lt_lv_rolling_mean_24h,0.0
consumption_mw_rolling_std_24h,0.0
flow_lt_lv_lag_48h,0.0
month,0.0
price_spike_flag,0.0
net_load_diff_24h,0.0
is_weekend,0.0
net_load_mw_lag_24h,0.0
high_vol_regime,0.0
production_total_mw_rolling_std_24h,0.0
production_total_mw_rolling_mean_24h,0.0
dayofyear_sin,0.0
month_sin,0.0
pl_price_rolling_std_24h,0.0
hour_week,0.0
net_load_mw_rolling_mean_24h,0.0
