datetime,price,predicted_price,abs_error,error,ape_pct
2026-03-03 10:00:00,483.04,246.20641176774262,236.8335882322574,-236.8335882322574,49.02980865807372
2026-03-03 06:45:00,483.0,290.2736784478292,192.72632155217082,-192.72632155217082,39.90192984537298
2026-03-03 06:15:00,284.93,113.31388130271743,171.61611869728256,-171.61611869728256,60.23097536060534
2026-03-03 09:30:00,400.01,247.41741138744132,152.59258861255867,-152.59258861255867,38.14719337793724
2026-03-03 09:45:00,250.01,400.33545114461697,150.32545114461698,150.32545114461698,60.12777510633144
2026-03-03 10:45:00,184.02,325.6899796257194,141.66997962571938,141.66997962571938,76.98618566235056
2026-03-12 18:30:00,196.76,61.4578980982445,135.3021019017555,-135.3021019017555,68.76504432511946
2026-03-02 18:45:00,286.67,167.84166213343627,118.82833786656374,-118.82833786656374,41.45126363137095
2026-03-12 18:45:00,76.72,180.62381599415863,103.90381599415863,103.90381599415863,135.43250083398544
2026-03-10 18:45:00,186.53,85.33240628545005,101.19759371454995,-101.19759371454995,54.25271708144683
2026-03-12 22:00:00,155.58,55.802832220171496,99.77716777982852,-99.77716777982852,64.1323866425663
2026-03-03 05:30:00,99.58,198.517585622249,98.93758562224899,98.93758562224899,99.35487510413762
2026-03-05 01:00:00,130.13,34.50289835067335,95.62710164932665,-95.62710164932665,73.48582257317177
2026-03-03 18:30:00,177.88,271.319051860003,93.43905186000302,93.43905186000302,52.529262050095795
2026-03-03 10:15:00,337.11,430.13454754327245,93.02454754327243,93.02454754327243,27.594716047380757
2026-03-03 01:00:00,186.77,94.46921172836343,92.30078827163658,-92.30078827163658,49.41949337551087
2026-03-03 07:45:00,307.65,395.59282566439344,87.94282566439347,87.94282566439347,28.58534873347635
2026-03-03 09:00:00,194.15,282.03980162912217,87.88980162912216,87.88980162912216,45.26901940583671
2026-03-03 11:15:00,88.87,176.51990783569727,87.64990783569726,87.64990783569726,98.62710346509084
2026-03-03 07:00:00,250.01,335.56194061551565,85.55194061551566,85.55194061551566,34.21940733303532
2026-03-13 00:00:00,100.71,17.387329611739304,83.32267038826069,-83.32267038826069,82.73524929094252
2026-03-03 03:45:00,178.9,96.75159341239592,82.14840658760409,-82.14840658760409,45.918617176309624
2026-03-03 08:00:00,390.0,308.6671894396816,81.33281056031842,-81.33281056031842,20.85456675686481
2026-03-02 21:30:00,188.88,110.43321169082346,78.44678830917654,-78.44678830917654,41.53260689000978
2026-03-12 21:30:00,99.97,26.14002749331908,73.82997250668092,-73.82997250668092,73.85212740638156
2026-03-03 08:45:00,250.08,323.6755165532045,73.59551655320448,73.59551655320448,29.428789290993514
2026-03-03 17:00:00,354.62,283.48250776630107,71.13749223369894,-71.13749223369894,20.06020304356689
2026-03-01 13:30:00,84.28,13.632693311123205,70.6473066888768,-70.6473066888768,83.82452046823872
2026-03-03 15:00:00,48.14,118.71722502633732,70.57722502633732,70.57722502633732,146.60827494859694
2026-03-03 05:15:00,191.56,121.28416927262377,70.27583072737623,-70.27583072737623,36.68606721680704
2026-03-05 21:00:00,192.87,124.00994144038658,68.86005855961342,-68.86005855961342,35.70283517529168
2026-03-06 06:45:00,245.95,180.09923632137776,65.85076367862223,-65.85076367862223,26.774044891596578
2026-03-03 16:15:00,307.17,241.75972690844353,65.41027309155649,-65.41027309155649,21.294486075662213
2026-03-03 16:00:00,250.07,185.2437510651232,64.82624893487679,-64.82624893487679,25.923240962788167
2026-03-04 15:45:00,88.59,24.80735385913262,63.782646140867385,-63.782646140867385,71.99756792063631
2026-03-03 08:30:00,325.06,386.4196943649573,61.359694364957306,61.359694364957306,18.87642102263985
2026-03-04 21:45:00,74.2,135.17388034488482,60.97388034488482,60.97388034488482,82.17503978859087
2026-03-07 17:45:00,247.54,186.64531477565143,60.894685224348564,-60.894685224348564,24.599937375110766
2026-03-03 18:45:00,229.43,168.99837072782367,60.43162927217634,-60.43162927217634,26.339898447795555
2026-03-10 18:30:00,81.81,141.316838468172,59.50683846817199,59.50683846817199,72.73785324629442
2026-03-03 14:00:00,82.04,141.09287933624773,59.05287933624773,59.05287933624773,71.98059314534592
2026-03-03 15:30:00,171.63,112.95411449574515,58.67588550425485,-58.67588550425485,34.18742944845339
2026-03-03 07:15:00,325.03,266.4384086293848,58.59159137061516,-58.59159137061516,18.026517918453678
2026-03-07 18:45:00,252.23,194.66003837044474,57.56996162955525,-57.56996162955525,22.824390992868153
2026-03-09 18:45:00,247.59,191.7946142012897,55.7953857987103,-55.7953857987103,22.53539544139761
2026-03-03 13:00:00,106.94,52.02529511131153,54.91470488868847,-54.91470488868847,51.350948546080964
2026-03-03 15:45:00,250.0,195.67493304069055,54.32506695930945,-54.32506695930945,21.730026696803677
2026-03-12 16:45:00,86.39,32.210885869313,54.179114130687,-54.179114130687,62.71456592608096
2026-03-10 09:30:00,35.43,89.43156212249363,54.00156212249363,54.00156212249363,152.41761388178801
2026-03-06 18:45:00,251.42,197.49811739847522,53.92188260152477,-53.92188260152477,21.446934367614123
