loss,mae,val_loss,val_mae,learning_rate
0.5393247008323669,0.5393247008323669,0.3772241473197937,0.3772241473197937,0.0003000000142492354
0.3745449483394623,0.3745449483394623,0.3093409538269043,0.3093409538269043,0.0003000000142492354
0.30526062846183777,0.30526062846183777,0.2731040418148041,0.2731040418148041,0.0003000000142492354
0.27466949820518494,0.27466949820518494,0.25220081210136414,0.25220081210136414,0.0003000000142492354
0.2567644417285919,0.2567644417285919,0.24503731727600098,0.24503731727600098,0.0003000000142492354
0.24381430447101593,0.24381430447101593,0.23188824951648712,0.23188824951648712,0.0003000000142492354
0.23336954414844513,0.23336954414844513,0.23500189185142517,0.23500189185142517,0.0003000000142492354
0.222600519657135,0.222600519657135,0.22478102147579193,0.22478102147579193,0.0003000000142492354
0.2156621515750885,0.2156621515750885,0.22248654067516327,0.22248654067516327,0.0003000000142492354
0.21036222577095032,0.21036222577095032,0.2136210799217224,0.2136210799217224,0.0003000000142492354
0.20805959403514862,0.20805959403514862,0.20074516534805298,0.20074516534805298,0.0003000000142492354
0.20189723372459412,0.20189723372459412,0.20489367842674255,0.20489367842674255,0.0003000000142492354
0.19652560353279114,0.19652560353279114,0.20343370735645294,0.20343370735645294,0.0003000000142492354
0.19321253895759583,0.19321253895759583,0.19242273271083832,0.19242273271083832,0.0003000000142492354
0.18966586887836456,0.18966586887836456,0.19309763610363007,0.19309763610363007,0.0003000000142492354
0.1874963790178299,0.1874963790178299,0.18594588339328766,0.18594588339328766,0.0003000000142492354
0.18433591723442078,0.18433591723442078,0.18851794302463531,0.18851794302463531,0.0003000000142492354
0.18059974908828735,0.18059974908828735,0.18891233205795288,0.18891233205795288,0.0003000000142492354
0.1762503832578659,0.1762503832578659,0.1920170933008194,0.1920170933008194,0.0003000000142492354
0.17515739798545837,0.17515739798545837,0.20093664526939392,0.20093664526939392,0.0003000000142492354
0.1747865378856659,0.1747865378856659,0.18926168978214264,0.18926168978214264,0.0003000000142492354
0.17303083837032318,0.17303083837032318,0.1840505450963974,0.1840505450963974,0.0001500000071246177
0.16915801167488098,0.16915801167488098,0.18115021288394928,0.18115021288394928,0.0001500000071246177
0.169083833694458,0.169083833694458,0.18185903131961823,0.18185903131961823,0.0001500000071246177
0.16833196580410004,0.16833196580410004,0.1817069798707962,0.1817069798707962,0.0001500000071246177
0.1663970947265625,0.1663970947265625,0.17692603170871735,0.17692603170871735,0.0001500000071246177
0.16583716869354248,0.16583716869354248,0.17822523415088654,0.17822523415088654,0.0001500000071246177
0.16513441503047943,0.16513441503047943,0.17921742796897888,0.17921742796897888,0.0001500000071246177
0.16245688498020172,0.16245688498020172,0.17737148702144623,0.17737148702144623,0.0001500000071246177
0.1620851308107376,0.1620851308107376,0.17560595273971558,0.17560595273971558,0.0001500000071246177
0.16292060911655426,0.16292060911655426,0.18004542589187622,0.18004542589187622,0.0001500000071246177
0.16283531486988068,0.16283531486988068,0.18220949172973633,0.18220949172973633,0.0001500000071246177
0.16056181490421295,0.16056181490421295,0.17408303916454315,0.17408303916454315,0.0001500000071246177
0.16150487959384918,0.16150487959384918,0.1760837435722351,0.1760837435722351,0.0001500000071246177
0.15998761355876923,0.15998761355876923,0.18163904547691345,0.18163904547691345,0.0001500000071246177
0.15889029204845428,0.15889029204845428,0.18797986209392548,0.18797986209392548,0.0001500000071246177
0.15768863260746002,0.15768863260746002,0.1802617758512497,0.1802617758512497,0.0001500000071246177
0.15737606585025787,0.15737606585025787,0.17901107668876648,0.17901107668876648,0.0001500000071246177
0.1571512073278427,0.1571512073278427,0.17341208457946777,0.17341208457946777,7.500000356230885e-05
0.15521228313446045,0.15521228313446045,0.1786101758480072,0.1786101758480072,7.500000356230885e-05
0.15518444776535034,0.15518444776535034,0.1789124757051468,0.1789124757051468,7.500000356230885e-05
0.1554672122001648,0.1554672122001648,0.1763753592967987,0.1763753592967987,7.500000356230885e-05
0.1547679603099823,0.1547679603099823,0.17961671948432922,0.17961671948432922,7.500000356230885e-05
0.15361300110816956,0.15361300110816956,0.17748185992240906,0.17748185992240906,7.500000356230885e-05
0.1521628350019455,0.1521628350019455,0.17666172981262207,0.17666172981262207,3.7500001781154424e-05
0.15174202620983124,0.15174202620983124,0.17881570756435394,0.17881570756435394,3.7500001781154424e-05
0.1531265676021576,0.1531265676021576,0.1777266561985016,0.1777266561985016,3.7500001781154424e-05
0.15201300382614136,0.15201300382614136,0.17577190697193146,0.17577190697193146,3.7500001781154424e-05
0.15168413519859314,0.15168413519859314,0.17552965879440308,0.17552965879440308,3.7500001781154424e-05
0.15132367610931396,0.15132367610931396,0.17613039910793304,0.17613039910793304,1.8750000890577212e-05
0.15201449394226074,0.15201449394226074,0.17690925300121307,0.17690925300121307,1.8750000890577212e-05
0.15059544146060944,0.15059544146060944,0.17577919363975525,0.17577919363975525,1.8750000890577212e-05
0.15129318833351135,0.15129318833351135,0.17544499039649963,0.17544499039649963,1.8750000890577212e-05
0.1502528190612793,0.1502528190612793,0.17651040852069855,0.17651040852069855,1.8750000890577212e-05
