weights,w_XGBoost,w_LightGBM,w_CatBoost,w_MLP,w_LSTM,mae,rmse,r2,smape
"{""XGBoost"": 0.8, ""LightGBM"": 0.05, ""CatBoost"": 0.0, ""MLP"": 0.0, ""LSTM"": 0.15000000000000002}",0.8,0.05,0.0,0.0,0.15000000000000002,6.010101505893671,9.494688652853792,0.9759595949998068,14.385445258960901
"{""XGBoost"": 0.45, ""LightGBM"": 0.15000000000000002, ""CatBoost"": 0.0, ""MLP"": 0.05, ""LSTM"": 0.35000000000000003}",0.45,0.15000000000000002,0.0,0.05,0.35000000000000003,6.010646673462196,8.747704849114637,0.9795934979849992,15.245280221971974
"{""XGBoost"": 0.7000000000000001, ""LightGBM"": 0.05, ""CatBoost"": 0.05, ""MLP"": 0.0, ""LSTM"": 0.2}",0.7000000000000001,0.05,0.05,0.0,0.2,6.0110817313518305,9.37952385847291,0.976539249084848,14.515531688021627
"{""XGBoost"": 0.6000000000000001, ""LightGBM"": 0.1, ""CatBoost"": 0.05, ""MLP"": 0.0, ""LSTM"": 0.25}",0.6000000000000001,0.1,0.05,0.0,0.25,6.011790258118236,9.191955136003102,0.9774681881686487,14.809025682582172
"{""XGBoost"": 0.55, ""LightGBM"": 0.1, ""CatBoost"": 0.05, ""MLP"": 0.05, ""LSTM"": 0.25}",0.55,0.1,0.05,0.05,0.25,6.011898671741365,9.190130295132606,0.9774771335756087,14.857405336996917
"{""XGBoost"": 0.8, ""LightGBM"": 0.0, ""CatBoost"": 0.0, ""MLP"": 0.05, ""LSTM"": 0.15000000000000002}",0.8,0.0,0.0,0.05,0.15000000000000002,6.012743436672618,9.459475819692917,0.9761375810385786,14.668779142486754
"{""XGBoost"": 0.6000000000000001, ""LightGBM"": 0.0, ""CatBoost"": 0.05, ""MLP"": 0.05, ""LSTM"": 0.30000000000000004}",0.6000000000000001,0.0,0.05,0.05,0.30000000000000004,6.013476390862391,8.933873823070522,0.9787156715267361,15.177507302010401
"{""XGBoost"": 0.55, ""LightGBM"": 0.25, ""CatBoost"": 0.0, ""MLP"": 0.0, ""LSTM"": 0.2}",0.55,0.25,0.0,0.0,0.2,6.013625308544151,9.396310143784655,0.9764551997731719,14.44482825323909
"{""XGBoost"": 0.4, ""LightGBM"": 0.30000000000000004, ""CatBoost"": 0.0, ""MLP"": 0.05, ""LSTM"": 0.25}",0.4,0.30000000000000004,0.0,0.05,0.25,6.013662870769172,9.234546762979774,0.9772588986639659,14.689826617066725
"{""XGBoost"": 0.4, ""LightGBM"": 0.35000000000000003, ""CatBoost"": 0.0, ""MLP"": 0.0, ""LSTM"": 0.25}",0.4,0.35000000000000003,0.0,0.0,0.25,6.015074456604522,9.279519904828192,0.9770368565386298,14.531717406674026
"{""XGBoost"": 0.6000000000000001, ""LightGBM"": 0.05, ""CatBoost"": 0.0, ""MLP"": 0.1, ""LSTM"": 0.25}",0.6000000000000001,0.05,0.0,0.1,0.25,6.016579676561202,9.050432799032462,0.9781566613099338,15.230706015522898
"{""XGBoost"": 0.75, ""LightGBM"": 0.05, ""CatBoost"": 0.0, ""MLP"": 0.05, ""LSTM"": 0.15000000000000002}",0.75,0.05,0.0,0.05,0.15000000000000002,6.017244881697104,9.493123035162021,0.9759675225857685,14.586586925980367
