iterations,learning_rate,depth,l2_leaf_reg,subsample,cv_mae_mean,cv_mae_std,cv_rmse_mean,cv_r2_mean,cv_smape_mean
500,0.03,5,5.0,0.8,13.302018192128449,2.5059901982435617,26.62541929375671,0.8934989994696383,13.314645721487581
300,0.05,6,3.0,0.8,13.725626657498603,2.0734010984876523,26.205573806008527,0.8978092532136627,14.262165688237877
500,0.03,6,5.0,0.8,13.748523923814568,2.007938265519035,26.945089616029634,0.8917913771914195,13.933340721911327
700,0.02,6,7.0,0.8,13.833449881035554,2.0923777814376705,26.998428459830166,0.8908342553232972,14.313921940219272
500,0.03,8,5.0,0.9,15.915482465822665,2.3925305701716097,30.52791605348865,0.8602562876918975,16.318939879468473
300,0.05,8,3.0,0.9,16.083965504043586,2.4447282734869926,29.62177871699387,0.868813092136017,16.65763536151964
