n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,reg_alpha,reg_lambda,gamma,cv_mae_mean,cv_mae_std,cv_rmse_mean,cv_r2_mean,cv_smape_mean
500,6,0.03,0.9,0.8,5,0.0,3.0,0.0,15.463021305151097,0.46990346124938076,28.549158287764612,0.8303097536426102,28.300339265924535
500,5,0.03,0.8,0.8,3,0.0,3.0,0.0,15.480900485137164,0.6593480077012053,28.35098625331503,0.832839247143192,28.619417472440727
700,4,0.02,0.8,0.8,5,0.1,5.0,0.0,15.569502502338203,0.8585373166953992,28.507324240673153,0.8310865023623321,28.82925207537592
500,4,0.03,0.8,0.6,3,0.1,3.0,0.0,15.688974384489953,0.8559726816311931,28.524238232027326,0.8309032651626614,29.01573408552298
300,4,0.05,0.8,0.8,3,0.0,1.0,0.0,15.799339102252759,0.6720388883422515,28.65672649000973,0.828918517339436,29.180455027690112
300,6,0.05,0.9,0.8,3,0.0,1.0,0.0,15.814320808462517,0.22182508205599877,28.71427108433628,0.8281705719149212,28.876179818469826
