feature,importance
lag_1,60.724118007183286
lag_4,9.335947742617934
lv_price,4.455313636027565
ee_price,2.6755617778914047
minute,2.1037406965656853
pl_price,1.144993411014491
trend_medium,1.0678774763070964
range_position_24h,0.871613379025209
price_zscore_24h,0.8506923764035821
lag_672,0.8199544103475718
rolling_min_24h,0.7503970444282181
flow_lt_se_lag_1,0.6075813004660969
lag_8,0.602605427457325
rolling_max_24h,0.6013002145943186
price_vs_mean24h,0.5907348957211834
price_vs_mean7d,0.550232549475077
lag_96,0.5293061003005068
consumption_mw_lag_7d,0.48367830731338746
abs_price_jump_1,0.4807787508087381
consumption_mw_lag_1,0.4669292420009856
hour_sin,0.3990499802644779
flow_abs_total_lag_1,0.3894942655226618
price_diff_1,0.3647879701720549
timeofday_sin,0.35683893538028255
se4_price,0.3566912692290664
price_jump_1,0.3300646479811633
timeofday_cos,0.3098348470222494
dayofyear_cos,0.3098025387285328
trend_7d,0.27951566172407843
rolling_std_7d,0.2772187186776873
weekday_cos,0.2759034335646762
hour_cos,0.26893825329233867
hour,0.25569801613238546
dayofyear,0.24529092292924812
volatility_24h,0.23483481211603724
trend_short,0.22979527514052345
flow_lt_lv_lag_24h,0.22181928177834193
net_load_mw_lag_1,0.21799127623410433
price_return_1,0.20936784149276802
production_total_mw_rolling_mean_24h,0.19994291172702355
flow_total_rolling_mean_24h,0.19489668111410377
weekday,0.19325451091569693
flow_total_diff_24h,0.1788752557576441
net_load_mw_rolling_mean_24h,0.17704592392652543
lag_192,0.1693542642910623
consumption_mw_rolling_mean_24h,0.15254665111169607
flow_lt_pl_rolling_mean_24h,0.14743306037268575
flow_total_lag_1,0.14054897473701897
flow_lt_lv_rolling_std_24h,0.13746732816950097
month,0.13216996670348843
rolling_mean_24h,0.13136803562192215
production_total_mw_rolling_std_24h,0.1279385847205808
flow_lt_pl_lag_1,0.12664342405025542
consumption_mw_lag_48h,0.12663041964755928
rolling_mean_7d,0.1254198051656724
rolling_std_24h,0.11747909894289095
is_peak_hour,0.1041853533976481
flow_lt_se_lag_24h,0.10295149085107694
flow_total_lag_48h,0.10267429843813489
price_return_24h,0.09659809412499153
month_cos,0.09337825652219067
flow_lt_se_rolling_mean_24h,0.09183787590514728
flow_total_rolling_std_24h,0.09098391374038468
consumption_mw_lag_24h,0.08861411548059589
flow_abs_total_lag_24h,0.07784271872279629
flow_abs_total_rolling_mean_24h,0.07773354151540103
production_total_mw_lag_1,0.07310079021418013
flow_abs_total_rolling_std_24h,0.06579490397642698
consumption_diff_24h,0.06511823124294959
dayofyear_sin,0.06396295427903144
production_total_mw_lag_24h,0.06331786468413213
flow_total_lag_24h,0.06037726219688496
net_load_mw_lag_7d,0.060155318333882296
month_sin,0.05787626545850196
flow_abs_total_lag_48h,0.05600707925437865
net_load_diff_24h,0.05497885747882135
flow_lt_lv_lag_7d,0.050318872695497646
weekofyear,0.048241799268272
net_load_mw_rolling_std_24h,0.04772358292828114
flow_lt_pl_rolling_std_24h,0.038013377296124695
net_load_mw_lag_48h,0.035399946865239756
flow_lt_se_lag_48h,0.03473328319763432
flow_lt_pl_lag_48h,0.033849762309296066
lag1_vs_lag24,0.029271908544050505
net_load_mw_lag_24h,0.028269653696491474
flow_total_lag_7d,0.027479847892517496
weekday_sin,0.02700634336424765
flow_lt_lv_lag_48h,0.023346440029901605
hour_week,0.022933359298291926
flow_lt_se_lag_7d,0.022194655305944222
volatility_7d,0.017991165308395753
flow_lt_lv_lag_1,0.017589054496013584
trend_24h,0.01758734078437017
flow_abs_total_diff_24h,0.016983205008165015
flow_abs_total_lag_7d,0.015270856391597665
flow_lt_se_rolling_std_24h,0.01285142027398712
production_diff_24h,0.01148434348483756
production_total_mw_lag_7d,0.01105965362386187
price_diff_24h,0.010472383026826501
consumption_mw_rolling_std_24h,0.009998016821094937
flow_lt_lv_rolling_mean_24h,0.007582186186080416
production_total_mw_lag_48h,0.003509463843384927
flow_lt_pl_lag_7d,0.0031809068137855306
flow_lt_pl_lag_24h,0.0014957327087119679
is_weekend,0.00136266241182518
price_spike_flag,0.0
high_vol_regime,0.0
