iterations,learning_rate,depth,l2_leaf_reg,subsample,cv_mae_mean,cv_mae_std,cv_rmse_mean,cv_r2_mean,cv_smape_mean
700,0.02,6,7.0,0.8,14.856998008177976,1.0513907967953768,29.795748370600432,0.8139427958255574,26.3198409948649
500,0.03,5,5.0,0.8,14.929009942275743,1.2164070978609793,29.69760166924748,0.8155700130217483,26.551611937482935
500,0.03,6,5.0,0.8,14.940724257139722,1.0354104599998892,30.015591023282695,0.8107377688477252,26.572163972151404
300,0.05,6,3.0,0.8,15.046127614969976,1.02685378174624,29.81430829027325,0.8138590718386546,26.85391917644328
500,0.03,8,5.0,0.9,15.20609081953185,0.8171030109583518,30.2037144718138,0.8079186976782977,27.35928718679769
300,0.05,8,3.0,0.9,15.462334403553006,0.7288340177581194,30.437892768993503,0.8046211770367523,27.727278844503928
